"EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"COL7695","02-June-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee; Indigenous Group (Colombia)","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Yumbo","","Yumbo",3.529,-76.5,"El Tiempo (Colombia)","National","On 2 June 2021, in Yumbo (Valle del Cauca), indigenous people blocked a road during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among others. One person got killed with gunshots fire by unidentified armed individuals near the blockade, but it is unclear if the victim was part of the protests. 1 fatality. [size=no report]",1
"COL7751","05-June-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","Police Forces of Colombia (2018-); Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"El Espectador; El Tiempo (Colombia)","National","On 5 June 2021, in Santiago de Cali (Valle del Cauca), unidentified armed men reportedly shot at protesters in Siloe sector, while police and ESMAD forces used tear gas to disperse protesters blocking roads in Loma de la Cruz sector during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. The demonstration was also held to commemorate two demonstrators who had been killed the previous night. No fatalities. [size=no report]",0
"COL7918","12-June-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","Farmers (Colombia); CNP: National Strike Committee","Unidentified Armed Group (Colombia)","","South America","Colombia","Norte de Santander","El Zulia","","El Zulia",7.938,-72.605,"La Opinion (Colombia); El Tiempo (Colombia)","Subnational-National","On 12 June 2021, in the rural area of El Zulia municipality (Colombia), at least 12 unidentified armed men on motorcycles opened fire in Agualasal vereda against more than 40 farmers blocking the Ocana-Cucuta road in a drive-by shooting. The event occurred during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. Investigators report finding a bandana belonging to Los Rastrojos at the site of the attack, but their involvement was not confirmed. 2 wounded, no fatalities. [size=more than 40]",0
"COL7919","14-June-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"El Tiempo (Colombia)","National","On 14 June 2021, in Santiago de Cali (Valle del Cauca), unidentified armed men in a car reportedly opened fire on protesters in Paso del Comercio sector, killing two youths during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. Police were not allowed into the area to confirm the report, however, and reports indicate that one of the victims may have suffered stab wounds. 2 fatalities. [size=no report]",2
"COL9031","26-October-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","Farmers (Colombia)","Military Forces of Colombia (2018-)","","South America","Colombia","Narino","Santa Barbara","","Iscuande",2.45,-77.979,"El Espectador","National","On 26 October 2021, in Iscuande (Narino), coca farmers protested against operations to eradicate coca crops. Farmers claimed previous agreements with the government included a voluntary substitution of illegal crops and only after the approval of the landowners. Protesters claimed that military personal had opened real fire on groups of protesters, injuring one person. There were no reports of violence by the farmers. There were no fatalities. [size=no report]",0
"COL9216","31-October-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","Farmers (Colombia)","Unidentified Armed Group (Colombia)","","South America","Colombia","Cauca","Argelia","","Argelia",2.257,-77.25,"El Espectador","National","On 31 October 2021, in the rural area of Argelia (Cauca), nearly 5,000 farmers from El Plateado and Puerto Rico veredas protested to demand concrete actions from the government to respond to the humanitarian crisis due to intensive armed clashes between armed groups in the municipality. Protesters marched towards the Tambo Largo vereda, and the group reported shootings as they approached a military checkpoint in the area. As protesters fled from the gunfire, a group activated a landmine, resulting in 10 civilians injured in the blast. It is unclear whether it was security forces or some other armed group that opened fire on the group of protesters, as the area is known for the presence of armed groups. There were no fatalities. [size=nearly 5,000]",0
"DRC224","28-May-1997",1997,"Protests","Excessive force against protesters","Protesters (Democratic Republic of Congo)","","ADFL: Alliance of Democratic Forces for Liberation","","Middle Africa","Democratic Republic of Congo","Kinshasa","","","Kinshasa",-4.325,15.322,"Reuters","International","Group of opposition militants gather for a protest in the capital. Kabila had outlawed protests prior to this. ADFL soldiers initially allowed it to go on and then fired into the air and beat protestors with batons and rifles.",0
"DRC251","15-July-1997",1997,"Protests","Excessive force against protesters","Military Forces of the Democratic Republic of Congo (1997-2001)","","Protesters (Democratic Republic of Congo)","Former Military Forces of the Democratic Republic of Congo / Zaire (1965-1997)","Middle Africa","Democratic Republic of Congo","Kongo-Central","Moanda","","Kitona",-5.967,12.467,"UN (unspecified)","Other","In July 1997, DRC military secretly executed ex-FAZ soldiers who had rebelled in protest against the living conditions enforced on them at the Kitona base.",10
"DRC258","25-July-1997",1997,"Protests","Excessive force against protesters","Protesters (Democratic Republic of Congo)","UDPS: Union for Democracy and Social Progress","Military Forces of the Democratic Republic of Congo (1997-2001)","","Middle Africa","Democratic Republic of Congo","Kinshasa","","","Kinshasa",-4.325,15.322,"AFP; Reuters","International","Many members of the UDPS were injured in the violent military repression of their peaceful protest in Kinshasa by the military.",0
"DRC257","25-July-1997",1997,"Protests","Excessive force against protesters","Protesters (Democratic Republic of Congo)","PALU: Unified Lumumbist Party","Military Forces of the Democratic Republic of Congo (1997-2001)","","Middle Africa","Democratic Republic of Congo","Kinshasa","Kinshasa","","Kinshasa - Gombe",-4.304,15.304,"Reuters; AFP","International","Between four and seven people killed in the violent military repression of a peaceful protest of militants of the Parti Lumbumbiste unifie (PALU) by the military.",4
"DRC1846","11-April-2002",2002,"Protests","Excessive force against protesters","Protesters (Democratic Republic of Congo)","Students (Democratic Republic of Congo)","RCD: Rally for Congolese Democracy","","Middle Africa","Democratic Republic of Congo","Sud-Kivu","Bukavu","Bukavu","Bukavu",-2.5,28.867,"AFP","International","Students demonstrate for peace. Rebel authorities break up the demonstration. Cases of violence but no civilians killed.",0
"DRC2603","08-October-2004",2004,"Protests","Excessive force against protesters","Protesters (Democratic Republic of Congo)","","MONUC: United Nations Organization Mission in Democratic Republic of Congo (1999-2010)","","Middle Africa","Democratic Republic of Congo","Sud-Kivu","Uvira","Uvira","Uvira",-3.395,29.138,"Radio Okapi","National","Residents again protested return of Banyamulenge refugees, fearing rebel infiltrators. MONUC attacked, 1 civilian killed.",1
"DRC4910","11-May-2010",2010,"Protests","Excessive force against protesters","Military Forces of the Democratic Republic of Congo (2001-2019)","","Protesters (Democratic Republic of Congo)","Christian Group (Democratic Republic of Congo)","Middle Africa","Democratic Republic of Congo","Kinshasa","","","Kinshasa",-4.325,15.322,"AFP","International","DRC troops opened fire on a demonstration by church members in Kinshasa on Tuesday, killing one and wounding several others. Around 50 members of the Church of Our Lord Jesus Christ gathered in front of military intelligence headquarters to ask for the release of three of their members who had been arrested at Kinshasa airport.",0
