Country killed,Country killed (group),Coverage,Date,Date 1 New,Date1,Date2,Freelance,Impunity for murder,Job,Local Foreign,Medium,Name,Nationality,Number,Organization,Point,Sex,Source fire,Taken captive,Threatened,Tortured,Type,Type (group),Type death,Type death (group),Type death (group) 1,Year,Number of Records,X,Y
Iraq,Iraq,"Politics, War","february 25, 2005",2/25/2005,"february 25, 2005",,No,Yes,Broadcast,Local,Television,Raeda Wazzan,Iraq,61,Al-Iraqiya,61,Female,Political Group,Yes,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-0.438004214,-53.551041203
Iraq,Iraq,,"february 25, 2005",2/25/2005,"february 25, 2005",,Unknown,,,Unknown,,Unidentified,Iraqi,62,Al-Hurra,62,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2005,1,9.586668397,-53.119250213
Iraq,Iraq,,"march 10, 2005",3/10/2005,"march 10, 2005",,Unknown,,,Unknown,,Laiq Ibrahim Nowruz al-Kakaie,Iraqi,63,Kurdistan TV,63,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2005,1,19.357328817,-50.838007862
Iraq,Iraq,War,"march 14, 2005",3/14/2005,"march 14, 2005",,No,Yes,Camera Operator,Local,Television,Hussam Sarsam,Iraq,64,Kurdistan TV,64,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,28.541715443,-46.799863599
Iraq,Iraq,War,"april  1, 2005",4/1/2005,"april  1, 2005",,No,Yes,Print Reporter,Local,Print,Ahmed Jabbar Hashim,Iraq,65,Al-Sabah,65,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,36.834989310,-41.154406729
Iraq,Iraq,War,"april 14, 2005",4/14/2005,"april 14, 2005",,No,,Broadcast,Local,Television,Fadhil Hazem Fadhil,Iraq,66,Al-Hurriya,66,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2005,1,43.968806860,-34.101143047
Iraq,Iraq,War,"april 14, 2005",4/14/2005,"april 14, 2005",,No,,Broadcast,Local,Television,Ali Ibrahim Issa,Iraq,67,Al-Hurriya,67,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2005,1,49.718726322,-25.881112643
Iraq,Iraq,War,"april 15, 2005",4/15/2005,"april 15, 2005",,No,Yes,Broadcast,Local,Television,Saman Abdullah Izzedine,Iraq,68,Kirkuk TV,68,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,53.909819535,-16.767601973
Iraq,Iraq,War,"april 23, 2005",4/23/2005,"april 23, 2005",,No,,Camera Operator,Local,Television,Saleh Ibrahim,Iraq,69,Associated Press Television News,69,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2005,1,56.420428189,-7.056303914
Iraq,Iraq,War,"may 15, 2005",5/15/2005,"may 15, 2005",,No,Yes,Print Reporter,Local,Print,Ahmed Adam,Iraq,70,Al-Mada,70,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,57.184066273,2.944731019
Iraq,Iraq,War,"may 15, 2005",5/15/2005,"may 15, 2005",,No,Yes,Print Reporter,Local,Print,Najem Abed Khudair,Iraq,71,Al-Mada,71,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,56.189527536,12.925029234
Iraq,Iraq,"Politics, War","may 31, 2005",5/31/2005,"may 31, 2005",,No,Yes,Broadcast,Local,Television,Jerges Mahmood Mohamad Suleiman,Iraq,72,Nineveh TV,72,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,53.479306807,22.581219490
Iraq,Iraq,"Politics, War","june 25, 2005",6/25/2005,"june 25, 2005",,No,,Producer,Local,Television,Maha Ibrahim,Iraq,73,Baghdad TV,73,Female,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2005,1,49.146486453,31.625888744
Iraq,Iraq,"Politics, War","june 28, 2005",6/28/2005,"june 28, 2005",,No,,Producer,Local,Television,Ahmed Wael Bakri,Iraq,74,Al-Sharqiyah,74,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2005,1,43.330273335,39.795547144
Iraq,Iraq,War,"july  1, 2005",7/1/2005,"july  1, 2005",,No,Yes,"Columnist, Producer",Local,Television,Khaled al-Attar,Iraq,75,Al-Iraqiya,75,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,36.210397489,46.857523074
Iraq,Iraq,War,"july 23, 2005",7/23/2005,"july 23, 2005",,Yes,Yes,Producer,Local,Television,Adnan al-Bayati,Iraq,76,TG3,76,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,28.000601245,52.615652966
Iraq,Iraq,"Corruption, Crime, War","august  3, 2005",8/3/2005,"august  3, 2005",,Yes,Yes,Print Reporter,Foreign,Print,Steven Vincent,United States,77,freelance,77,Male,Criminal Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,18.941457013,56.914674491
Iraq,Iraq,"Culture, Sports, War","august 27, 2005",8/27/2005,"august 27, 2005",,No,Yes,"Broadcast, Producer",Local,Television,Rafed Mahmoud Said al-Anbagy,Iraq,78,Diyala TV and Radio,78,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,9.292754060,59.643274577
Iraq,Iraq,War,"august 28, 2005",8/28/2005,"august 28, 2005",,No,,Technician,Local,Television,Waleed Khaled,Iraq,79,Reuters,79,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2005,1,-0.674310217,60.735784357
Iraq,Iraq,"Politics, War","september 17, 2005",9/17/2005,"september 17, 2005",,No,Yes,Print Reporter,Local,Print,Hind Ismail,Iraq,80,As-Saffir,80,Female,Political Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-10.684909805,60.172550715
Iraq,Iraq,"Corruption, War","september 19, 2005",9/19/2005,"september 19, 2005",,Yes,Yes,Print Reporter,Local,Print,Fakher Haider,Iraq,81,The New York Times,81,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-20.468131728,57.979047859
Iraq,Iraq,"Politics, War","september 20, 2005",9/20/2005,"september 20, 2005",,No,Yes,Editor,Local,Print,Firas Maadidi,Iraq,82,As-Saffir and Al-Masar,82,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-29.764091499,54.223821744
Iraq,Iraq,,"september 21, 2005",9/21/2005,"september 21, 2005",,Unknown,,,Unknown,,Ahlam Youssef,Iraqi,83,Al-Iraqiya,83,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2005,1,-38.330457759,49.015384783
Iraq,Iraq,"Politics, War","october 19, 2005",10/19/2005,"october 19, 2005",,No,Yes,Editor,Local,Print,Mohammed Haroon,Iraq,84,Al-Kadiya,84,Male,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-45.948247653,42.498198004
Iraq,Iraq,Politics,"november 7, 2005",11/7/2005,"november 7, 2005",,No,Yes,Editor,Local,Print,Ahmed Hussein Al-Maliki,Iraq,85,Talafar al-Yawm,85,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-52.426782228,34.847892410
Iraq,Iraq,,"january  7, 2006",1/7/2006,"january  7, 2006",,Unknown,,,Unknown,,Allan Enwiyah,Iraqi,86,freelance,86,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-57.607719587,26.265890993
Iraq,Iraq,War,"january 25, 2006",1/25/2006,"january 25, 2006",,No,,Broadcast,Local,Television,Mahmoud Za'al,Iraq,87,Baghdad TV,87,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2006,1,-61.368111972,16.973597741
Iraq,Iraq,,"february 17, 2006",2/17/2006,"february 17, 2006",,Unknown,,,Unknown,,Mohammad Siddik,Iraqi,88,Voice of America,88,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-63.622460541,7.206320350
Iraq,Iraq,War,"february 23, 2006",2/23/2006,"february 23, 2006",,No,Yes,Broadcast,Local,Television,Atwar Bahjat,Iraq,89,Al-Arabiya,89,Female,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-64.323767945,-2.792910369
Iraq,Iraq,War,"february 23, 2006",2/23/2006,"february 23, 2006",,Yes,Yes,Technician,Local,Television,Adnan Khairallah,Iraq,90,Wasan Productions and Al-Arabiya,90,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-63.463613139,-12.779468848
Iraq,Iraq,War,"february 23, 2006",2/23/2006,"february 23, 2006",,Yes,Yes,Camera Operator,Local,Television,Khaled Mahmoud al-Falahi,Iraq,91,Wasan Productions and Al-Arabiya,91,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-61.071294935,-22.513065996
Iraq,Iraq,Culture,"march  7, 2006",3/7/2006,"march  7, 2006",,No,Yes,Broadcast,Local,Television,Munsuf Abdallah al-Khaldi,Iraq,92,Baghdad TV,92,Male,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-57.212110198,-31.763351738
Iraq,Iraq,War,"march 11, 2006",3/11/2006,"march 11, 2006",,No,Yes,Producer,Local,Television,Amjad Hameed,Iraq,93,Al-Iraqiya,93,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-51.984849047,-40.315072846
Iraq,Iraq,,"march 11, 2006",3/11/2006,"march 11, 2006",,Unknown,,,Unknown,,Anwar Turki,Iraqi,94,Al-Iraqiya,94,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-45.518602880,-47.972687138
Iraq,Iraq,War,"march 13, 2006",3/13/2006,"march 13, 2006",,No,Yes,Editor,Local,Print,Muhsin Khudhair,Iraq,95,Alef Ba,95,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-37.968991308,-54.564353414
Iraq,Iraq,War,"march 26, 2006",3/26/2006,"march 26, 2006",,No,,Print Reporter,Local,Print,Kamal Manahi Anbar,Iraq,96,freelance,96,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2006,1,-29.513921300,-59.945235335
Iraq,Iraq,"Corruption, Human Rights, War","april 4, 2006",4/4/2006,"april 4, 2006",,No,Yes,Broadcast,Local,Television,So'oud Muzahim al-Shoumari,Iraq,97,Al-Baghdadia,97,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-20.348995959,-64.000076440
Iraq,Iraq,,"may  5, 2006",5/5/2006,"may  5, 2006",,Unknown,,,Unknown,,Abdel Majid al-Mehmedawi,Unknown,98,freelance,98,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2006,1,-10.682691609,-66.645022179
Iraq,Iraq,,"may  7, 2006",5/7/2006,"may  7, 2006",,Unknown,,,Unknown,,Isma'il Muhammad Khalal,Iraqi,99,Al-Sabah,99,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-0.731420418,-67.828682863
Iraq,Iraq,War,"may  8, 2006",5/8/2006,"may  8, 2006",,No,Yes,Broadcast,Local,Television,Laith al-Dulaimi,Iraq,100,Al-Nahrain,100,Male,Unknown Fire,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,9.285408166,-67.532448344
Iraq,Iraq,,"may  8, 2006",5/8/2006,"may  8, 2006",,Unknown,,,Unknown,,Muazaz Ahmed Barood,Iraqi,101,Al-Nahrain,101,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,19.150220018,-65.770080922
Iraq,Iraq,War,"may 29, 2006",5/29/2006,"may 29, 2006",,No,,Camera Operator,Foreign,Television,Paul Douglas,United Kingdom,102,CBS,102,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2006,1,28.651903862,-62.586627029
Iraq,Iraq,War,"may 29, 2006",5/29/2006,"may 29, 2006",,No,,Technician,Foreign,Television,James Brolan,United Kingdom,103,CBS,103,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2006,1,37.590144278,-58.056700539
Iraq,Iraq,Sports,"may 31, 2006",5/31/2006,"may 31, 2006",,No,Yes,Broadcast,Local,Television,Ali Jaafar,Iraq,104,Al-Iraqiya,104,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,45.779381652,-52.282201052
Iraq,Iraq,War,"june 13, 2006",6/13/2006,"june 13, 2006",,No,Yes,Editor,Local,Print,Ibrahim Seneid,Iraq,105,Al-Bashara,105,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,53.052332428,-45.389538907
Iraq,Iraq,,"june 28, 2006",6/28/2006,"june 28, 2006",,Unknown,,,Unknown,,Alaa Hassan,Unknown,106,Inter Press Service,106,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2006,1,59.263015572,-37.526445203
Iraq,Iraq,,"june 29, 2006",6/29/2006,"june 29, 2006",,Unknown,,,Unknown,,Osama Qadir,Unknown,107,freelance,107,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2006,1,64.289244024,-28.858449558
Iraq,Iraq,War,"july 29, 2006",7/29/2006,"july 29, 2006",,No,Yes,Broadcast,Local,Television,Adel Naji al-Mansouri,Iraq,108,Al-Alam,108,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,68.034552867,-19.565110877
Iraq,Iraq,"Politics, War","july 30, 2006",7/30/2006,"july 30, 2006",,No,Yes,Print Reporter,Local,Print,Riyad Muhammad Ali,Iraq,109,Talafar al-Yawm,109,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,70.429548711,-9.836087058
Iraq,Iraq,"Politics, War","august  7, 2006",8/7/2006,"august  7, 2006",,No,Yes,Editor,Local,Print,Mohammad Abbas Mohammad,Iraq,110,Al-Bayinnah al-Jadida,110,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,71.432677035,0.132871507
Iraq,Iraq,"Politics, War","august  7, 2006",8/7/2006,"august  7, 2006",,Yes,Yes,Columnist,Local,Print,Ismail Amin Ali,Iraq,111,freelance,111,Male,Political Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,71.030415949,10.143922487
Iraq,Iraq,,"august 27, 2006",8/27/2006,"august 27, 2006",,Unknown,,,Unknown,,Unidentified,Iraqi,112,Al-Sabah,112,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,69.236915567,20.001048206
Iraq,Iraq,War,"september  9, 2006",9/9/2006,"september  9, 2006",,No,Yes,Editor,Local,Print,Abdel Karim al-Rubai,Iraq,113,Al-Sabah,113,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,66.093112061,29.513815695
Iraq,Iraq,,"september 12, 2006",9/12/2006,"september 12, 2006",,Unknown,,,Unknown,,Hadi Anawi al-Joubouri,Unknown,114,freelance,114,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2006,1,61.665354114,38.500914108
Iraq,Iraq,War,"september 13, 2006",9/13/2006,"september 13, 2006",,Yes,Yes,Photographer,Local,Print,Safa Isma'il Enad,Iraq,115,freelance,115,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,56.043587005,46.793410823
Iraq,Iraq,"Human Rights, War","september 18, 2006",9/18/2006,"september 18, 2006",,No,Yes,"Broadcast, Camera Operator",Local,Television,Ahmed Riyadh al-Karbouli,Iraq,116,Baghdad TV,116,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,49.339145749,54.237675623
Iraq,Iraq,,"october  4, 2006",10/4/2006,"october  4, 2006",,Unknown,,,Unknown,,Jassem Hamad Ibrahim,Iraq,117,Al-Iraqiya,117,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,41.682213651,60.697930960
Iraq,Iraq,,"october 10, 2006",10/10/2006,"october 10, 2006",,Unknown,,,Unknown,,Azad Muhammad Hussein,Unknown,118,Radio Dar Al-Salam,118,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2006,1,33.219006176,66.058395193
Iraq,Iraq,"Human Rights, Politics, War","october 12, 2006",10/12/2006,"october 12, 2006",,No,Yes,Technician,Local,Television,Hussein Ali,Iraq,119,Al-Shaabiya,119,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,24.108742391,70.224994708
Iraq,Iraq,"Human Rights, Politics, War","october 12, 2006",10/12/2006,"october 12, 2006",,No,Yes,Broadcast,Local,Television,Ahmad Sha'ban,Iraq,120,Al-Shaabiya,120,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,14.520467193,73.126629806
Iraq,Iraq,"Human Rights, Politics, War","october 12, 2006",10/12/2006,"october 12, 2006",,No,Yes,Broadcast,Local,Television,Thaker al-Shouwili,Iraq,121,Al-Shaabiya,121,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,4.629787436,74.715988027
Iraq,Iraq,"Human Rights, Politics, War","october 12, 2006",10/12/2006,"october 12, 2006",,No,Yes,Producer,Local,Television,Noufel al-Shimari,Iraq,122,Al-Shaabiya,122,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-5.384416282,74.969906948
Iraq,Iraq,"Human Rights, Politics, War","october 12, 2006",10/12/2006,"october 12, 2006",,No,Yes,Producer,Local,Television,Abdul-Rahim Nasrallah al-Shimari,Iraq,123,Al-Shaabiya,123,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-15.343242680,73.889296481
Iraq,Iraq,,"october 12, 2006",10/12/2006,"october 12, 2006",,Unknown,,,Unknown,,Maher,Iraq,124,Al-Shaabiya,124,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-25.070931534,71.498637990
Iraq,Iraq,,"october 12, 2006",10/12/2006,"october 12, 2006",,Unknown,,,Unknown,,Sami Nasrallahal-Shimari,Iraqi,125,Al-Shaabiya,125,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-34.397881916,67.845084225
Iraq,Iraq,,"october 12, 2006",10/12/2006,"october 12, 2006",,Unknown,,,Unknown,,Unidentified,Iraq,126,Al-Shaabiya,126,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-43.163479602,62.997189975
Iraq,Iraq,,"october 12, 2006",10/12/2006,"october 12, 2006",,Unknown,,,Unknown,,Hassan [full name unavailable],Iraq,127,Al-Shaabiya,127,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-51.218691593,57.043308389
Iraq,Iraq,,"october 12, 2006",10/12/2006,"october 12, 2006",,Unknown,,,Unknown,,Ahmad [full name unavailable],Iraq,128,Al-Shaabiya,128,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-58.428391527,50.089692165
Iraq,Iraq,,"october 12, 2006",10/12/2006,"october 12, 2006",,Unknown,,,Unknown,,Ali Jabber,Iraq,129,Al-Shaabiya,129,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-64.673385849,42.258342147
Iraq,Iraq,,"october 13, 2006",10/13/2006,"october 13, 2006",,Unknown,,,Unknown,,Ali Hlayel,Iraqi,130,Atyaf (Iraqi Media Network),130,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-69.852116936,33.684648313
Iraq,Iraq,,"october 13, 2006",10/13/2006,"october 13, 2006",,Unknown,,,Unknown,,Raed Qays,Unknown,131,Sawt al-Iraq,131,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2006,1,-73.882025770,24.514869747
Iraq,Iraq,War,"october 26, 2006",10/26/2006,"october 26, 2006",,No,Yes,Print Reporter,Local,Print,Saed Mahdi Shlash,Iraq,132,Rayat al-Arab,132,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-76.700563124,14.903500899
Iraq,Iraq,"Culture, Human Rights, Politics, Sports, War","october 29, 2006",10/29/2006,"october 29, 2006",,No,Yes,Broadcast,Local,Television,Naqshin Hamma Rashid,Iraq,133,Atyaf,133,Female,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-78.265844480,5.010571384
Iraq,Iraq,,"october 29, 2006",10/29/2006,"october 29, 2006",,Unknown,,,Unknown,,Anis Qassem,Iraqi,134,Atyaf (Iraqi Media Network),134,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-78.556949926,-5.001074311
Iraq,Iraq,,"november  3, 2006",11/3/2006,"november  3, 2006",,Unknown,,,Unknown,,Ahmad al-Rashid,Unknown,135,Al-Sharqiya,135,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2006,1,-77.573875957,-14.968472370
Iraq,Iraq,"Human Rights, War","november 13, 2006",11/13/2006,"november 13, 2006",,No,Yes,"Broadcast, Camera Operator",Local,Television,Muhammad al-Ban,Iraq,136,Al-Sharqiya,136,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-75.337151490,-24.731167837
Iraq,Iraq,War,"november 15, 2006",11/15/2006,"november 15, 2006",,No,Yes,Print Reporter,Local,Print,Luma al-Karkhi,Iraq,137,Al-Dustour,137,Female,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-71.887135228,-34.133735617
Iraq,Iraq,"Human Rights, Politics, War","december  4, 2006",12/4/2006,"december  4, 2006",,No,Yes,Editor,Local,Radio,Nabil Ibrahim al-Dulaimi,Iraq,138,Radio Dijla,138,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-67.283015908,-43.028157739
Iraq,Iraq,War,"december 12, 2006",12/12/2006,"december 12, 2006",,No,Yes,Camera Operator,Local,Television,Aswan Ahmed Lutfallah,Iraq,139,APTN,139,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,-61.601540820,-51.276024060
Iraq,Iraq,,"december 26, 2006",12/26/2006,"december 26, 2006",,Unknown,,,Unknown,,Yasin al-Dulaimi,Unknown,140,Radio Al-Mustaqbal,140,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2006,1,-54.935501197,-58.750527615
Iraq,Iraq,War,"january  5, 2007",1/5/2007,"january  5, 2007",,Yes,Yes,Camera Operator,Local,Television,Ahmed Hadi Naji,Iraq,141,Associated Press Television News,141,Male,Political Group,Yes,,No,Motive Confirmed,Other,Murder,Murder,Murder,2007,1,-47.392005784,-65.338230157
Iraq,Iraq,War,"january 15, 2007",1/15/2007,"january 15, 2007",,No,Yes,Photographer,Local,Print,Falah Khalaf al-Diyali,Iraq,142,Al-Sa'a,142,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2007,1,-39.090575925,-70.940577900
Iraq,Iraq,"Politics, War","january 28, 2007",1/28/2007,"january 28, 2007",,No,Yes,Editor,Local,Print,Hussein al-Zubaidi,Iraq,143,Al-Ahali,143,Male,Political Group,Yes,No,Unknown,Motive Confirmed,Other,Murder,Murder,Murder,2007,1,-30.161096982,-75.475152093
Iraq,Iraq,Politics,"february  5, 2007",2/5/2007,"february  5, 2007",,No,Yes,"Broadcast, Editor",Local,Radio,Abdulrazak Hashim Ayal al-Khakani,Iraq,144,Jumhuriyat al-Iraq,144,Male,Political Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2007,1,-20.741661730,-78.876643665
