Actor1,Actor2,Admin1,Admin2,Admin3,Assoc Actor 1,Assoc Actor 2,Country,Event Date,Event Id Cnty,Event ID Irrespective,Event Id No Cnty,Event Type,Latitude,Location,Longitude,Notes,Region,Source,Source Scale,Year,"Annual Fatalities Per 100,000 Population","Events Per 100,000 Population",Fatalities,Geo Precision,Inter1,Inter2,Interaction,Iso,Latitude1,Long Name of Region,Longitude1,Name of Region for Title Sheet,Number of Records,Population,Rounded Latitude to 30min,Rounded Longitude to 30min,Short Name of Region,Time Precision
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Arbin,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,3/12/2017,,16968,16968,Remote violence,33.5,Arbin,36.5,Regime forces shelled and regime warplanes carried out strikes on the town of Arbin. Between 3 to 4 civilians were killed. Total fatalities coded to 3.,Middle East,"SOHR; SHAM; SNHR: SOHR_http://www.syriahr.com/en/?p=79874; SOHR_http://www.syriahr.com/en/?p=79897; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-03-12-2017.html; SNHR_4797,4806,4810",Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5388,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Arbin,36.3653,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Arbin,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,3/12/2017,,16969,16969,Remote violence,33.5,Beit Sawa,36.5,"Regime forces shelled and regime warplanes carried out airstrikes on the town of Beit Sawa, killing three civilians",Middle East,"SOHR; SHAM; SNHR: SOHR_http://www.syriahr.com/en/?p=79874; SOHR_http://www.syriahr.com/en/?p=79897; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-03-12-2017.html; SNHR_4788,4811",Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5379,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Beit Sawa,36.4005,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Beit Sawa,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Homs,Homs,Homs,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,2/3/2017,,24229,24229,Remote violence,34.5,Homs - Al-Waer,36.5,"Regime warplanes carried out 12 missile attacks on civilian homes in Waer, killing 1 civilian and injuring another. Regime forces also launched 8 artillery shells on civilian homes in Waer in Homs province, killing 2 and injuring 4 civilians.",Middle East,SOHR; LiveUMap; WhiteHelmets: SOHR_http://www.syriahr.com/en/?p=62059; WhiteHelmets_https://youtu.be/-Lh5yRSTe74; LiveUMap_https://syria.liveuamap.com/en/2017/5-march-one-civilian-killed-and-many-injured-by-seven-airstrikes; LiveUMap_https://twitter.com/AnasAltaan/status/838376132781215745,Other-Local,2017,0.178342213,0.059447404,3,1,1,7,17,760,34.7403,Middle East: Syria: Homs: Homs: Homs: Homs - Al-Waer,36.6682,Middle East: Syria: Homs: Homs: Homs: Homs - Al-Waer,1,1331715,34.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Hama,Hama,Harbanifse,,,Syria,9/9/2017,,12300,12300,Remote violence,35,Harbanifse,36.5,"The Syrian army shelled Harbanifse village in the southern countryside of Hama which led to the injury of several civilians and unknown number of fatalities. Fatalities are assumed as ten and split as follows: Talaf four, Harbanifse three, and Zor Taqsis three.",Middle East,SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=73881; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-09-09-2017.html,Other-Local,2017,0.276078754,0.092026251,3,1,1,7,17,760,34.9391,Middle East: Syria: Hama: Hama: Harbanifse: Harbanifse,36.6224,Middle East: Syria: Hama: Hama: Harbanifse: Harbanifse,1,860265.4,35,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Hama,As-Suqaylabiyah,Madiq Castle,,,Syria,3/1/2017,,43270,43270,Remote violence,35.5,Jabriyah,36.5,"A regime helicopter deployed barrel bombs on Jabriyah in northern Hama countryside, killing 3 civilians.",Middle East,SNHR: SNHR_19-21,Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.4342,Middle East: Syria: Hama: As-Suqaylabiyah: Madiq Castle: Jabriyah,36.4495,Middle East: Syria: Hama: As-Suqaylabiyah: Madiq Castle: Jabriyah,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Idleb,Al Ma'ra,Khan Shaykun,,,Syria,9/3/2017,,35486,35486,Remote violence,35.5,Baarbu,36.5,"Suspected regime warplanes carried out 2 missile attacks on civilian homes in Baarbu in Idleb province, injuring 4 and killing 3 civilians.",Middle East,WhiteHelmets; Undisclosed Source: Undisclosed Source; WhiteHelmets_https://goo.gl/w2N4mt,Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.4916,Middle East: Syria: Idleb: Al Ma'ra: Khan Shaykun: Baarbu,36.4716,Middle East: Syria: Idleb: Al Ma'ra: Khan Shaykun: Baarbu,1,768450.4,35.5,36.5,,1
Allied Syrian and/or Russian Forces,Civilians (Syria),Hama,Muhradah,Kafr Zeita,,,Syria,2/4/2017,,4963,4963,Remote violence,35.5,Al-Latamna,36.5,"Regime and/or Russian jets and helicopters carried out strikes on the town of Al-Latamna and other cities. Unknown fatalities are coded as 10 and divided between Al-Latamna, Suran, Tiba Elemam, Kafr Zeita.",Middle East,SOHR; SHAM; LiveUMap: SOHR_http://www.syriahr.com/en/?p=64022; SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-02-04-2017.html; LiveUMap: LiveUMap_https://youtube.com/watch?v=R6bwvTS8Q0I,Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.3213,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Al-Latamna,36.6204,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Al-Latamna,1,768450.4,35.5,36.5,,1
Allied Syrian and/or Russian Forces,Civilians (Syria),Hama,Hama,Suran,,,Syria,2/4/2017,,5017,5017,Remote violence,35.5,Suran,36.5,"Jets and helicopters carried out strikes on the town of Tiba Elemam. An unknown number of reported fatalities are coded as 10 and divided between Al-Latamna, Suran, Tiba Elemam, Kafr Zeita.",Middle East,SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=64022; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-02-04-2017.html,Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.2867,,36.744,Middle East: Syria: Hama: Hama: Suran: Suran,1,768450.4,35.5,36.5,Middle East: Syria: Hama: Hama: Suran: Suran,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Hama,As-Suqaylabiyah,Madiq Castle,Military Forces of Russia,,Syria,4/4/2017,,39738,39738,Remote violence,35.5,Kafr Nabutha,36.5,"Suspected Russian and regime warplanes bombarded the town of Kafr Nabutha in Hama governorate, killing 3 civilians, including a child, and injuring 5 more civilians.",Middle East,SHAM; WhiteHelmets: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-04-04-2017.html; WhiteHelmets_https://youtu.be/Sx0p4B-ruj0,Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.4322,Middle East: Syria: Hama: As-Suqaylabiyah: Madiq Castle: Kafr Nabutha,36.4908,Middle East: Syria: Hama: As-Suqaylabiyah: Madiq Castle: Kafr Nabutha,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Hama,Muhradah,Kafr Zeita,,,Syria,6/4/2017,,5225,5225,Remote violence,35.5,Kafr Zeita,36.5,"Regime warplanes targeted the town of Kafr Zeita in Hama governorate with airstrikes, killing between 3 to 4 civilians, including a woman and two children, injuring 3 more with many others missing and in critical conditions.",Middle East,"SOHR; SHAM; SNHR; WhiteHelmets; Undisclosed Source: Undisclosed Source; SOHR_http://www.syriahr.com/en/?p=64294; SOHR_http://www.syriahr.com/en/?p=64367;  SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-06-04-2017.html; SNHR_1568,1569,1574; WhiteHelmets_https://youtu.be/Av78CGgsF7U; Undisclosed Source;",Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.3736,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Kafr Zeita,36.6018,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Kafr Zeita,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Hama,Muhradah,Kafr Zeita,,,Syria,7/4/2017,,5258,5258,Remote violence,35.5,Al-Latamna,36.5,"Regime warplanes raided Al-Lataminah in the northern countryside of Hama, killing 3 people and injuring several others.",Middle East,SOHR; SHAM; LiveUMap: SOHR_http://www.syriahr.com/en/?p=64366 ; SOHR_http://www.syriahr.com/en/?p=64367; SOHR_http://www.syriahr.com/en/?p=64356 & SOHR_http://www.syriahr.com/en/?p=64395; SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-007-04-2017.html; LiveUMap: LiveUMap_https://twitter.com/QalaatAlMudiq/status/850368929075736576,Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.3213,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Al-Latamna,36.6204,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Al-Latamna,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Idleb,Ariha,Ehsem,,,Syria,11/9/2017,,44172,44172,Remote violence,35.5,Mozra,36.5,"Syrian regime forces carried out airstrikes on the village of Mozra in the governorate of Idleb, killing three civilians.",Middle East,"SNHR: SNHR_3356,3365,3362",Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.657,Middle East: Syria: Idleb: Ariha: Ehsem: Mozra,36.4397,Middle East: Syria: Idleb: Ariha: Ehsem: Mozra,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Hama,Muhradah,Kafr Zeita,,,Syria,4/10/2017,,13975,13975,Remote violence,35.5,Kafr Zeita,36.5,The Syrian army shelled Kafr Zeita and Al-Latamna towns in Hama countryside which led to the killing of 3 civilians in Kafr Zeita and injury of several others.,Middle East,SOHR; SHAM; WhiteHelmets; SNHR: SOHR_http://www.syriahr.com/en/?p=75620; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-04-10-2017.html; WhiteHelmets_https://www.facebook.com/SCD.Hama/posts/1072393292797133; SNHR_3779-3781,Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.3736,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Kafr Zeita,36.6018,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Kafr Zeita,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Hama,Hama,Suran,,,Syria,10/10/2017,,28309,28309,Remote violence,35.5,Zafaria,36.5,Syrian warplanes carried out strikes on the town of Zafaria which resulted in 3 dead and 10 wounded civilians.,Middle East,LiveUMap; SNHR: SNHR_3922-3924; LiveUMap_https://twitter.com/ShahbaPress/status/917686995673116677,Other-Local,2017,0.30906484,0.103021613,3,1,1,7,17,760,35.2527,Middle East: Syria: Hama: Hama: Suran: Zafaria,36.5956,Middle East: Syria: Hama: Hama: Suran: Zafaria,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Idleb,Idleb,Bennsh,,,Syria,12/1/2017,,516,516,Remote violence,36,Bennsh,36.5,"Warplanes, suspected to be Syrian, bombarded areas in Bennsh city in the northeast of Idleb province. 3 civilians were killed, including a child, and 26 others injured.",Middle East,SOHR; WhiteHelmets; Undisclosed Source: Undisclosed Source; SOHR_http://www.syriahr.com/en/?p=58898; WhiteHelmets_https://www.facebook.com/SyrianCivilDefenceIdlebWhiteHelmets/posts/1171926832906371,Other-Local,2017,0.433153799,0.1443846,3,1,1,7,17,760,35.9566,Middle East: Syria: Idleb: Idleb: Bennsh: Bennsh,36.7138,Middle East: Syria: Idleb: Idleb: Bennsh: Bennsh,1,548306.4,36,36.5,,1
Allied Syrian and/or Russian Forces,Civilians (Syria),Idleb,Idleb,Saraqab,,,Syria,11/1/2017,,43316,43316,Remote violence,36,Saraqab,37,"Allied Syrian or Russian fixed-wing aircraft conducted an airstrike on Saraqab in eastern Idleb countryside, killing 2 civilians and wounding another who later succumbed to her wounds on 17 January 2017.",Middle East,"SNHR: SNHR_127,129,209",Other-Local,2017,0.077965986,0.025988662,3,1,1,7,17,760,35.8611,Middle East: Syria: Idleb: Idleb: Saraqab: Saraqab,36.8061,Middle East: Syria: Idleb: Idleb: Saraqab: Saraqab,1,3046213,36,37,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Ar-Raqqa,Ath-Thawrah,Mansura,,,Syria,7/5/2017,,43795,43795,Remote violence,36,Debsi Afnan,38,"Syrian regime helicopters dropped barrel bombs on Debsi Afnan village in Ar-Raqqa, which killed three people, including one child.",Middle East,"SNHR: SNHR_2115,2116,2119",Other-Local,2017,1.890827654,0.630275885,3,1,1,7,17,760,35.8186,Middle East: Syria: Ar-Raqqa: Ath-Thawrah: Mansura: Debsi Afnan,38.2169,Middle East: Syria: Ar-Raqqa: Ath-Thawrah: Mansura: Debsi Afnan,1,125606.9,36,38,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,,,Syria,8/9/2017,,44160,44160,Remote violence,36,Adnaniyeh,39,"Syrian regime forces carried out airstrikes on the village of Adnaniyeh in the governorate of Ar-Raqqa, killing three civilians.",Middle East,SNHR: SNHR_3323-3325,Other-Local,2017,1.272720647,0.424240216,3,1,1,7,17,760,36.016,Middle East: Syria: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa: Adnaniyeh,38.8857,Middle East: Syria: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa: Adnaniyeh,1,186608.9,36,39,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,,Syria,11/4/2017,,43679,43679,Remote violence,36,Al-Hambushiyyeh,36,"Regime warplanes bombed the town of Al-Hambushiyyeh in Idleb province, killing 4 civilians.",Middle East,"SNHR: SNHR_1651,1653,1655,1666",Other-Local,2017,0.322590438,0.080647609,4,1,1,7,17,760,35.8366,Middle East: Syria: Idleb: Jisr-Ash-Shugur: Jisr-Ash-Shugur: Al-Hambushiyyeh,36.191,Middle East: Syria: Idleb: Jisr-Ash-Shugur: Jisr-Ash-Shugur: Al-Hambushiyyeh,1,981641,36,36,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Harasta,Military Forces of Russia,,Syria,9/3/2017,,3836,3836,Remote violence,33.5,Harasta,36.5,"Regime forces bombarded Harasta, killing 4 civilians, as Russian warplanes carried out 3 missile attacks on civilian homes injuring 3 civilians.",Middle East,SOHR; SHAM; WhiteHelmets; Undisclosed Source: Undisclosed Source; SOHR_http://www.syriahr.com/en/?p=62527 _http://www.syriahr.com/en/?p=62555; SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-09-03-2017.html; WhiteHelmets_https://goo.gl/8qfXxg,Other-Local,2017,0.959608724,0.239902181,4,1,1,7,17,760,33.5643,Middle East: Syria: Rural Damascus: Duma: Harasta: Harasta,36.3712,Middle East: Syria: Rural Damascus: Duma: Harasta: Harasta,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,Allied Syrian and/or Russian Forces,,Syria,3/4/2017,,5073,5073,Remote violence,33.5,Kafr Batna,36.5,"A number of people were injured as regime forces shelled the town of Kafr Batna amid jets targeting the area. 19 Fatalities were recorded in Kafr Batna, Saqba, Hamouriya and Jesrin and divided between them.",Middle East,SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=64065; http://www.syriahr.com/en/?p=64117; http://www.syriahr.com/en/?p=64105; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-03-04-2017.html,Other-Local,2017,0.959608724,0.239902181,4,1,1,7,17,760,33.5126,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Kafr Batna,36.3721,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Kafr Batna,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Arbin,Allied Syrian and/or Russian Forces,,Syria,7/4/2017,,5263,5263,Remote violence,33.5,Arbin,36.5,"The regime forces shelled areas in Arbin town killing 2 children and injuring others. Jets also bombarded the town, killing 2 more civilians and wounding others.",Middle East,"SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=64396; SOHR_http://www.syriahr.com/en/?p=64370; SOHR_http://www.syriahr.com/en/?p=64379; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-007-04-2017.html; SNHR_1600,1609",Other-Local,2017,0.959608724,0.239902181,4,1,1,7,17,760,33.5388,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Arbin,36.3653,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Arbin,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,,,Syria,1/8/2017,,10132,10132,Remote violence,33.5,Ein Terma,36.5,"Regime forces shelled the outskirts of the Jobar neighborhood of Damascus city and the Ein Terma area with around 25 missiles, leading to material damage, killing between 4 to 6 civilians, including a child and three women, in Ein Terma.",Middle East,SOHR; SHAM; LiveUMap; WhiteHelmets: SOHR_http://www.syriahr.com/en/?p=71004; SOHR_http://www.syriahr.com/en/?p=71119; SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-01-08-2017.html; LiveUMap_https://syria.liveuamap.com/en/2017/1-august-governments-iram-rockets-striking-deep-inside-town;WhiteHelmets_https://www.facebook.com/SCDrifdimashq/posts/1816855681673066,Other-Local,2017,0.959608724,0.239902181,4,1,1,7,17,760,33.5134,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,36.35,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,,,Syria,1/10/2017,,13819,13819,Remote violence,33.5,Kafr Batna,36.5,"Regime forces targeted the town of Duma, Al-Shifunya, Misraba, and Kafr Batna with elephant rockets and cluster bombs, resulting in several fatalities and injuries. The unknown number of fatalities, coded as 10, was split between the four locations: 2 each allocated to Duma, Al-Shifunya, and Misraba, and 4 to Kafr Batna.",Middle East,SOHR; SHAM; WhiteHelmets: SOHR_http://www.syriahr.com/en/?p=75346; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF-01-10-2017.html; WhiteHelmets_https://www.facebook.com/SCDrifdimashq/photos/a.967111226647520.1073741831.954981771193799/1902383786453588/?type=3,Other-Local,2017,0.959608724,0.239902181,4,1,1,7,17,760,33.5126,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Kafr Batna,36.3721,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Kafr Batna,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Harasta,,,Syria,6/10/2017,,14079,14079,Remote violence,33.5,Misraba,36.5,"The Syrian army shelled Misraba town in Rural Damascus with 27 artillery shells, which led to the killing of 4 civilians, including 2 children and 2 men, and injuring 10 other people.",Middle East,"SOHR; SHAM; LiveUMap; WhiteHelmets; SNHR: SOHR_http://www.syriahr.com/en/?p=75739; LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/6-october-syrian-government-forces-bombard-mesraba-town-in ; Twitter_https://twitter.com/QASIOUN_NEWS/status/916234559158616064; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-06-10-2017.html; WhiteHelmets_https://www.facebook.com/SCDrifdimashq/posts/1908722659153034; WhiteHelmets_https://www.facebook.com/SCDrifdimashq/videos/1908869595805007/; SNHR_3832,3857,3901",Other-Local,2017,0.959608724,0.239902181,4,1,1,7,17,760,33.5503,Middle East: Syria: Rural Damascus: Duma: Harasta: Misraba,36.4005,Middle East: Syria: Rural Damascus: Duma: Harasta: Misraba,1,329997,33.5,36.5,,1
