reference,dateofocc,subreg,hostility_,victim_d,descriptio,hostilityt,hostilit_D,victim_l,victim_l_D,navarea,x,y
1991-19,1991/06/03,"52",Unidentified Gun Boats,SS Wright,"W. MEDITERRANIAN-COAST OF ALGERIA-VICINITY CAP-DE-FER                                                                                           032215ZJUN91 US FLAG SHIP, SS WRIGHT, WAS HARRASSED WHILE STEAMING   IN INTERNATIONAL WATERS -IN THE VICINITY","4",Kidnapping,"11",Vessel,III,7.2833330004,37.4333340001
1991-7,1991/02/12,"62",Pirates,ARKTIS SUN,"PERSIAN GULF.                                                                                                                                 The  ARKTIS SUN (Danish) was attacked by pirates on 12FEB91, after     dark in 25-03N 53-36E.  The captain was h","1",Pirate Assault,"11",Vessel,IX,53.5999980004,25.0499990001
1998-35,1998/04/05,"92",PIRATES,UNIDENTIFIED SHIP,"PROBABLE PIRATES USED A FALSE DISTRESS MESSAGE TO LURE AN INTENDED     VICTIM WITHIN RANGE OFF THE SOUTHERN PHILIPPINES. THE DISTRESS SHIP    TOLD THE MASTER THAT THE ENGINE ROOM WAS FLOODING. AS HE APPROACHED,   THE ALLEGEDLY SINKING SHIP PROCEEDED TOWA","1",Pirate Assault,"11",Vessel,XI,125.3666690002,4.9666670000
1998-22,1997/12/03,"92",PIRATES,FERRY,"A FERRY WAS SEIZED BY ABOUT 6 HIJACKERS OPERATING FROM 2 PUMP BOATS    WHILE OFF THE TOWN OF MARGOSATUBIG, PROVINCE OF ZAMBOANGA DEL NORTE,   PHILLIPINES. A VILLAGE OFFICIAL WAS ABDUCTED AND THE REST OF THE       FERRY'S PASSENGERS FORCED OVERBOARD. FIVE","1",Pirate Assault,"7",Passenger Ship,XI,123.1666639996,7.5666670003
1998-23,1997/11/28,"93",CHINESE MILITARY FORCES,ASIAN FRIENDSHIP,SOUTH CHINA SEA: An indonesian-flag freighter on a voyage from hong kong to haiphong was abducted at 0220 and held for approximately 18 hours. The guangdong maritime authorities have subsequently confirmed that they boarded the vessel.,"2",Naval Engagement,"11",Vessel,XI,114.9999999996,14.9999999999
1998-24,1998/03/22,"62",PIRATES,DHOW,THE PAKISTANI CAPTAIN WAS SHOT AND KILLED BY ATTACKERS OFF             NORTH EAST SOMALIA DURING THE NIGHT. THE ATTACKERS USED BOATS          MOUNTED WITH HEAVY MACHINE GUNS AND DETAINED THE SHIP OVER NIGHT.      THE SHIP WAS ENROUTE TO THE SOUTHERN WARL,"1",Pirate Assault,"8",Sailing Vessel,IX,55.0000000003,14.9999999999
1998-25,1998/03/14,"72",PIRATES,M/V NAM DHIEM,"A Vietnamese-flag cargo ship was attacked near the west java city of   Cilegon. The vessel was enroute to Cilegon to unload 7,100 tons of     Rice. Five armed men boarded the vessel and shot the crew member who   Confronted them prior to escaping.","1",Pirate Assault,"5",Merchant Vessel,XI,109.9500000004,-6.8500000003
1998-26,1998/03/18,"22",PIRATES,UNIDENTIFIED VESSEL,An Ecuadorian-flagged vessel was robbed of its shipment of 200         Containers in the gulf of Guayaquil. Six well-equipped and armed       Quick boats attacted the vessel. During the shooting one of the        Guards was hurt.,"1",Pirate Assault,"11",Vessel,XII,-79.8833332999,-2.2000000001
1998-27,1998/02/09,"71",PIRATES,PERNAS PROPANE,"MALAYSIAN-FLAG LIQUEFIED GAS TANKER WAS BOARDED AT ANCHOR NEAR K0TA    KINABALU, SABAH. THIEVES STOLE 365 LITERS OF PAINT. REPORTS OF THE     ROBBERY WERE NOT PUBLISHED UNTIL 12 MAY.","1",Pirate Assault,"11",Vessel,XI,116.0666659997,5.9833330003
1998-28,1998/05/22,"61",PIRATES,YIN CHUAN,"CHINESE-FLAG DRY CARGO SHIP WAS ATTACKED AT MOMBASA, KENYA AND TWO     CREWMEMBERS WERE HOSPITALIZED AS A RESULT.","1",Pirate Assault,"11",Vessel,VIII,39.8499980001,-4.0666669999
1998-29,1998/04/01,"22",PIRATES,UNIDENTIFIED,Three shrimping vessels have been robbed of their catch between        01 Apr and 11 Apr in the gulf of Guayaquil. Communication              Equipment was also stolen.,"1",Pirate Assault,"11",Vessel,XII,-79.8833332999,-2.2000000001
1998-30,1998/03/18,"22",PIRATES,UNIDENTIFIED,An Ecuadorian-flagged vessel was robbed of its shipment of 200         Containers in the gulf of Guayaquil. Six well-equipped and armed       Quick boats attacted the vessel. During the shooting one of the        Guards was hurt.,"1",Pirate Assault,"11",Vessel,XII,-79.8833332999,-2.2000000001
1998-31,1998/04/26,"37",PIRATES,HELEN C,"CYPRUS-FLAG BULK CARRIER WAS BOARDED WHILE LYING IDLE ALONGSIDE        A BERTH AT ROUEN, FRANCE. TWO MEN FORCED THEIR WAY INTO THE MASTER'S   CABIN, ASSAULTED HIM AND STOLE TWO LADIE'S WATCHES AND $164 IN CASH.   THE INCIDENT WAS NOT REPORTED UNTIL 29 MA","1",Pirate Assault,"11",Vessel,I,1.1000000001,49.4500009999
1998-32,1998/05/10,"63",PIRATES,ALGIRDAS,A LITHUANIAN-FLAG CARGO SHIP WAS ATTACKED AT 0121 UTC 40 MILES FROM    THE THAI PORT OF PHUKET. THE ATTACK REPORTEDLY WAS LAUNCHED FROM A     HIGH SPEED CRAFT CARRYING 25 ARMED PERSONS WHO FORCED THE CREW TO      STOP THE ENGINES. THEY MANACLED THEM TO T,"1",Pirate Assault,"11",Vessel,VIII,97.8333333004,8.9000000000
1998-21,1997/10/11,"93",PIRATES,VOSA CARRIER,"SINGAPOREAN-FLAG FREIGHTER ON A VOYAGE FROM HONG KONG TO HAIPHONG,     WAS SEIZED AT 1500 BY 12 INTRUDERS. THEY FORCED THE VESSEL TO SAIL     TO HUI LAI WHERE THE LOCAL CHINESE POLICE INTERREGATED THE MASTER      AND CREW. THE VESSEL SUBSEQUENTLY SAILED","1",Pirate Assault,"11",Vessel,XI,114.0000000004,22.0000000002
1998-33,1998/04/17,"93",CHINESE AUTHORITIES,PETRO RANGER,"MALAYSIAN TANKER WAS HIJACKED IN THE SOUTH CHINA SEA WHILE             ENROUTE FROM SINGAPORE TO VIETNAM. CHINESE AUTHORITIES DETAINED THE    SHIP IN HAIKO, HAINAN ISLAND. ALL CREW MEMBERS REPORTED SAFE. THE      SHIP WAS REPAINTED AND GIVEN THE NAME ""WI","2",Naval Engagement,"9",Tanker,XI,110.2833330001,20.0499989999
1996-18,1996/01/27,"94",ASSAILANTS,MERCHANT VESSEL,"Tawain Strait                                                                                                                                 A 4500-5000 ton Taiwanese-owned, Panamanian flagged containership      was followed and attacked on a voyage fro","1",Pirate Assault,"5",Merchant Vessel,XI,119.0075000001,24.0025000004
1996-10,1996/02/11,"71",PIRATES,MERCHANT VESSEL,ONE OF FOUR PIRATES FROM A HIGH SPEED BOAT ATTEMPTED TO BOARD A        VESSEL AT ANCHOR IN TANJUNGPAGAR ANCHORAGE. THE VESSEL'S ANTI-         PIRACY SQUAD FOILED THE ATTEMPTED BOARDING.,"1",Pirate Assault,"5",Merchant Vessel,XI,106.8849999997,-6.0750000001
1996-1,1996/01/27,"63",PIRATES,BARGES UNDER TOW,"THE TUG DYNAMIC WAS TOWING THREE WATERMAN LASH BARGES FROM             THE ANCHORAGE AREA OF MONGLA (ACROSS BAY OF BENGAL FROM                CHITTAGONG, BANGLEDESH) WHEN PIRATES BOARDED THE BARGES AND            FORCIBLY REMOVED 11 MOORING LINES.","1",Pirate Assault,"2",Barge,VIII,89.5333329997,22.5833340001
1996-2,1996/01/03,"94",ASSAILANTS,FENG YU MAN NO.1132,ON 03 JAN 96 THW KEELUNG-BASED FENG YU MAN NO.1132 WAS                 HIJACKED BY TWO MAINLAND CHINESE FISHING VESSELS ABOUT                 70NM OFF THE KEELUNG COAST OF TAIWAN.,"1",Pirate Assault,"11",Vessel,XI,122.1500000003,25.9333332996
1996-3,1996/01/05,"24",ASSAILANTS,MERCHANT VESSEL,GUYANA                                                                                                                                        BIMCO REPORTS: ON 5 JANUARY 1996 A LATVIAN REEFER SHIP WAS             APPROACHED BY THREE MOTORBOATS AT 2210 HR,"1",Pirate Assault,"5",Merchant Vessel,IV,-58.1666679996,6.8166669996
1996-4,1996/01/21,"61",ASSAILANTS,MERCHANT VESSEL,Tanzania                                                                                                                                      BIMCO REPORTS: On 21 January 1996 a Latvian tanker was boarded by      three thieves at 2120 hrs at the Dar-Es-S,"1",Pirate Assault,"5",Merchant Vessel,VIII,39.2833329996,-6.8333330000
1996-5,1996/01/16,"55",ASSAILANTS,AVRASYA,"ON 16 JAN 96 A GROUP OF ARMED CHECHEN SYMPATHIZERS HIJACKED            THE PANAMANIAN-FLAGGED PASSENGER/RO-RO CARGO/FERRY AVRASYA             AT THE TURKISH PORT OF TRABZON. THE VESSEL WAS DIVERTED FROM           ITS SCHEDULED PORT OF CALL, SOCHI, RUSSIA","1",Pirate Assault,"11",Vessel,III,39.7666659998,41.0166599998
1996-6,1995/05/21,"93",THIEVES,MERCHANT VESSEL,Huangpu                                                                                                                                       BIMCO REPORTS:A tanker at Huangpu anchorage was boarded by             thieves on 21 May 1995 at 0417 hrs. Two c,"1",Pirate Assault,"5",Merchant Vessel,XI,113.4166640004,23.0833339997
1996-7,1995/04/23,"24",ASSAILANTS,MERCHANT VESSEL,Santos                                                                                                                                        BIMCO REPORTS: On 23 April 1995 watchmen on board a vessel             anchored at the outer roads spotted men a,"1",Pirate Assault,"5",Merchant Vessel,V,-46.3166659997,-23.9333320002
1996-8,1996/01/26,"91",ASSAILANTS,HANGJUNG NO.9,"ON 26 JAN 96 THE PANAMANIAN-FLAGGED CONTAINERSHIP                      HANGJUNG NO.9 WAS ATTACKED BY AN IRON-HULLED CHINESE                   COMMUNIST VESSEL BEARING THE NUMBER F-4404, ABOUT 40NM                 SOUTHWEST OF MAOPITOU. THE HANGJUNG NO.9","1",Pirate Assault,"11",Vessel,XI,118.7500000004,20.7499999999
1995-6,1994/11/03,"63",PIRATES,TRAWLER,"ON NOV. 3 AN UNKNOWN NUMBER OF PIRATES ATTACKED AND STOLE A            FULLY LOADED TRAWLER IN THE BAY OF BENGAL, OFF THE COAST OF            PATUAKHALI, 95 MILES SOUTH OF DHAKA, BANGLADESH. PIRATES               BOARDED THE TRAWLER, BOUND THE 13 CREW ME","1",Pirate Assault,"4",Fishing Vessel,VIII,90.5000000001,20.0000000001
1995-7,1994/11/17,"61",ASSAILANTS,M/V ANOMIS,"BIMCO received the following master's report as submitted to the       ship's owners:                                                                                                                                Yesterday, 17 November at 1106 UTC in pos","1",Pirate Assault,"5",Merchant Vessel,VIII,51.6833333002,10.5000000002
1994-69,1994/11/14,"71",PIRATES,DOVE ARROW/MARIA T,"M/V DOVE ARROW BOARDED BY FIVE PIRATES ARMED WITH SWORDS AND KNIVES    AT 2300 HOURS IN 03-01-30S 107-17-30E. VESSEL WAS PROCEEDING TO        JAKARTA, LIT ALL AROUND WITH CARGO CLUSTERS AND LIGHTS HUNG OVER       THE SIDE, WITH WATCH PATROLLING THE BRIDG","1",Pirate Assault,"11",Vessel,XI,107.2916640001,-3.0250000001
1994-56,1994/11/03,"71",PIRATES,M/V MELGAR,M/V MELGAR REPORTED THAT IT WAS BOARDED ON NOV 3 IN JAKARTA ROADS.     PIRATES WERE SPOTTED ON BOARD AND GENERAL ALARM WAS SOUNDED.           PIRATES DESCENDED FROM VESSEL BY ROPES ONTO WAITING MOTORBOAT.,"1",Pirate Assault,"5",Merchant Vessel,XI,106.7500000000,-6.1333330001
1994-57,1994/10/26,"93",assailants,merchant vessel,Hong Kong                                                                                                                                     BIMCO members report that a Singapore flag vessel laden with coal      dropped anchor at 0005 hrs on 26 October,"1",Pirate Assault,"5",Merchant Vessel,XI,114.1216659997,22.1600000003
1994-58,1994/11/17,"57",assailants,merchant vessel,River Zaire                                                                                                                                   BIMCO members report that on 17 November 1994 a vessel which was       en route to Matadi was attacked by 3 unif,"1",Pirate Assault,"5",Merchant Vessel,II,12.9999999999,-5.9999999998
1994-59,1994/11/04,"22",assailants,merchant vessel,Ecuador                                                                                                                                       BIMCO members report that at 1330 hrs on 4 November 1994 six           intruders were spotted on board a vessel,"1",Pirate Assault,"5",Merchant Vessel,XII,-80.9999999996,-2.9999999998
1994-60,1994/11/07,"61",PIRATES,M/V OMI MISSOURI,"M/V OMI MISSOURI WHILE ANCHORED OFF DAR ES SALAMM, TANZANIA WAS        BOARDED. AT 2300 HRS THE BOW MAN SPOTTED A MAN CLIMBING UP THE         ANCHOR CHAIN. HE FRIGHTENED THE MAN OFF BY YELLING AND THE BOAT        WHICH CARRIED HIM LEFT.","1",Pirate Assault,"5",Merchant Vessel,VIII,39.3499979997,-6.7666669999
1994-61,1994/11/23,"71",PIRATES,CONTINENTAL SPIRIT/ESSBERGER PIONEER,"M/V CONTINENTAL SPIRIT RAIDED BY FIVE PIRATES WHILE PASSING THE        SELAT BAUR CHANNEL IN 02-36S 107-17E AT 0100 LOCAL TIME ON NOV. 23.    MASTER FORCED AT KNIFEPOINT TO OPEN SAFE. PIRATES STOLE US $2,976 OF   VESSEL'S MONEY, US $3,200 OF PRIVATE MONE","1",Pirate Assault,"3",Cargo Ship,XI,107.2833330000,-2.5999999999
1994-62,1994/11/26,"91",UNKNOWN,AUDACIOUS,ATTEMPTED ATTACK ON M/V AUDACIOUS IN 16-33-12N 119-43-36E AT           1357 GMT ON NOV. 26 BY THREE UNLIT CRAFT WHICH ATTEMPTED TO            BOARD VESSEL. ATTEMPT FOILED DUE TO CREW ALERT.,"5",Unknown,"11",Vessel,XI,119.7266689996,16.5533330002
1994-55,1994/10/25,"72",PIRATES,M/V REESTBORG,"M/V Reestborg while at anchor in Surabaya harbor was boarded           By pirates. Firefighting equipment, breathing apparatus and            One mooring line stolen. Pirates were unnoticed by crew.","1",Pirate Assault,"5",Merchant Vessel,XI,113.0000000004,-7.5000000003
1991-8,1991/03/18,"71",PIRATES,CLEVELAND,"INDONESIA. BORNEO, WEST COAST.                                                                                                                M/V CLEVELAND BOARDED BY FOUR ARMED PIRATES IN 00-05.5 S 108-05.9 E    AT 181830Z MARCH 91. STOLEN WERE CASH, WE","1",Pirate Assault,"11",Vessel,XI,108.0983349997,-0.0916670002
1991-9,1990/10/30,"25",HAITIAN AUTHORITIES,S/V REWA,"HAITI, 30 OCTOBER 1990.                                                                                                                       S/V REWA (65 FEET) WAS FORCED TO TAKE REFUGE FROM A STORM IN THE AREA  OF COTES-DE-FER, HAITI.  AFTER EXPRESSING","2",Naval Engagement,"11",Vessel,IV,-72.0000000002,17.0000000000
1991-10,1991/02/28,"25","AUTHORITIES IN JACMEL, HAITI",M/V CARDENAS,"28 FEBRUARY 1991, JACMEL HAITI.                                                                                                               A LOCAL HARBOR PILOT WAS HIRED BY AN AMERICAN BARGE OWNER TO           DELIVER AN ENGINE PART TO ONE OF TWO TUG","6",Other,"5",Merchant Vessel,IV,-72.0000000002,17.0000000000
1991-11,1991/03/25,"71",PIRATES,ITER,"25 MARCH 1991. INDONESIA.                                                                                                                     THE ITER, A 31,000 DWT VESSEL WAS BOARDED BY 3 PIRATES                 LOCATION 31 MILES OFF INDONESIAN ISLANDS","1",Pirate Assault,"11",Vessel,XI,108.0000000002,-1.9999999997
1990-21,1990/11/16,"61",PIRATES,MANCHESTER,"SOUTH AFRICA.  PORT OF DURBAN.  16 NOVEMBER 1990.                                                                                             VESSEL LYKES MANCHESTER BOARDED BY TWO INDIAN MALES AND ONE            BLACK MALE, WHO ASSULTED MASTER AND ROBBE","1",Pirate Assault,"11",Vessel,VII,31.9999999996,-29.9999999997
1990-22,1990/09/21,"71",PIRATES,TNT EXPRESS,STRAIT OF MALACCA.  21 SEPT 90.                                                                                                               TNT EXPRESS WAS ATTACKED BY PIRATES IN THE STRAIT OF                   MALACCA 45 MINUTES FROM SINGAPORE ON SEP,"1",Pirate Assault,"11",Vessel,XI,100.0000000000,3.9999999996
1990-23,1990/10/20,"71",ARMED PIRATES,M/V PELANDER,"20 OCTOBER 1990. INDONESIA.                                                                                                                   M/V PELANDER BOARDED BY ARMED PIRATES WHILE STEAMING AT ABOUT          18 KNOTS AROUND UDANG OILFIELD, PULAU-PUL","1",Pirate Assault,"5",Merchant Vessel,XI,105.4999999997,3.1666670003
1990-24,1990/09/01,"62",ARMED PIRATES,M/V PIVOT,RED SEA. SAUDI ARABIA.                                                                                                                        M/V PIVOT BOARDED BY PIRATES WHILE STEAMING AT ABOUT 2 KNOTS           EAST OF FARASAN ISLAND. MONEY/GOODS TAKEN,"1",Pirate Assault,"5",Merchant Vessel,IX,41.9999999999,16.8333332996
1991-1,1991/01/04,"51",PIRATES,DANISH VESSEL,"FREETOWN, SIERRA LEONE:                             A DANISH VESSEL WAS ATTACKED BY PIRATES AT MIDSTREAM OFF FREETOWN       HARBOR. THE PRIATES ATTACKED THE PILOT AND SIX OTHER CREW MEMBERS      AT GUNPOINT AND MADE OFF WITH A LARGE NUMBER OF GOODS.","1",Pirate Assault,"11",Vessel,II,-13.2166667003,8.5027778000
1991-2,1990/09/30,"62",PIRATES,MV PIVOT,PERSIAN GULF. SAUDI ARABIA. SEPTEMBER 1990.                                                                                                   MV PIVOT ENCOUNTERED PIRATES SOMETIME IN SEPTEMBER 1990                2 MILES EAST OF FARASAN ISLAND. GOODS AND,"1",Pirate Assault,"5",Merchant Vessel,IX,41.9999999999,16.8333332996
