LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,Value
CHL,Chile,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,85
EST,Estonia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,91
ISR,Israel,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,88
LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,83
RUS,Russia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,89
SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,91
ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,88
OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,88
AUS,Australia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,94
AUT,Austria,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,92
BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,90
CAN,Canada,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,94
CZE,Czech Republic,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,91
DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,95
FIN,Finland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,96
FRA,France,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,91
DEU,Germany,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,90
GRC,Greece,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,80
HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,87
ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,98
IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,96
ITA,Italy,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,91
JPN,Japan,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,93
KOR,Korea,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,81
LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,92
MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,83
NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,90
NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,96
NOR,Norway,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,94
POL,Poland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,88
PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,87
SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,91
ESP,Spain,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,94
SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,92
CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,93
TUR,Turkey,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,86
GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,94
USA,United States,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,92
BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,91
CHL,Chile,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,84
EST,Estonia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,92
ISR,Israel,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,88
LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,89
RUS,Russia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,90
SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,92
ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,88
OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,90
AUS,Australia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,96
AUT,Austria,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,92
BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,95
CAN,Canada,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,94
CZE,Czech Republic,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,95
DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,96
FIN,Finland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,97
FRA,France,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,94
DEU,Germany,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,92
GRC,Greece,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,88
ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,99
IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,95
ITA,Italy,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,94
MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,87
NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,98
NOR,Norway,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,96
PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,93
SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,93
SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,92
TUR,Turkey,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,90
USA,United States,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,95
CHL,Chile,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,93
EST,Estonia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,92
ISR,Israel,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,90
LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,91
RUS,Russia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,92
OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,92
FIN,Finland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,92
FRA,France,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,80
GRC,Greece,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,67
HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,85
ITA,Italy,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,90
JPN,Japan,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,88
MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,78
NOR,Norway,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,91
PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,84
ESP,Spain,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,91
TUR,Turkey,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,82
BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,86
CHL,Chile,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,76
EST,Estonia,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,89
LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,82
OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,83
AUS,Australia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,81
AUT,Austria,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,85
BEL,Belgium,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,77
CAN,Canada,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,91
CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,94
DNK,Denmark,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,81
FIN,Finland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,88
FRA,France,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,78
DEU,Germany,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,87
GRC,Greece,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,73
HUN,Hungary,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,84
ISL,Iceland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,77
IRL,Ireland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,82
ITA,Italy,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,61
KOR,Korea,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,88
LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,77
MEX,Mexico,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,38
NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,78
NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,79
NOR,Norway,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,82
POL,Poland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,92
PRT,Portugal,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,48
SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,91
ESP,Spain,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,59
SWE,Sweden,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,83
CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,88
TUR,Turkey,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,39
GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,81
USA,United States,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,91
BRA,Brazil,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,49
CHL,Chile,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,65
EST,Estonia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,89
ISR,Israel,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,87
LVA,Latvia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,88
RUS,Russia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,94
SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,88
ZAF,South Africa,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,73
OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,78
AUS,Australia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,82
AUT,Austria,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,88
BEL,Belgium,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,76
CAN,Canada,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,90
CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,95
DNK,Denmark,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,79
FIN,Finland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,85
FRA,France,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,79
DEU,Germany,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,88
GRC,Greece,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,72
HUN,Hungary,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,86
ISL,Iceland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,77
IRL,Ireland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,79
ITA,Italy,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,59
KOR,Korea,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,90
LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,77
MEX,Mexico,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,38
NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,79
NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,78
NOR,Norway,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,81
POL,Poland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,92
PRT,Portugal,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,43
SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,93
ESP,Spain,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,56
SWE,Sweden,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,82
CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,89
TUR,Turkey,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,43
GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,81
USA,United States,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,90
BRA,Brazil,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,46
CHL,Chile,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,65
EST,Estonia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,85
ISR,Israel,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,87
LVA,Latvia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,84
RUS,Russia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,93
SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,89
ZAF,South Africa,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,73
OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,78
AUS,Australia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,80
AUT,Austria,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,82
BEL,Belgium,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,78
CAN,Canada,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,93
CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,92
DNK,Denmark,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,83
FIN,Finland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,91
FRA,France,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,78
DEU,Germany,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,85
GRC,Greece,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,74
HUN,Hungary,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,82
ISL,Iceland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,77
IRL,Ireland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,85
ITA,Italy,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,63
KOR,Korea,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,85
LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,76
MEX,Mexico,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,37
NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,78
NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,79
NOR,Norway,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,83
POL,Poland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,92
PRT,Portugal,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,52
SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,90
ESP,Spain,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,62
SWE,Sweden,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,84
CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,86
TUR,Turkey,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,35
GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,81
USA,United States,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,91
BRA,Brazil,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,52
CHL,Chile,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,65
EST,Estonia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,92
ISR,Israel,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,88
LVA,Latvia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,91
RUS,Russia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,95
SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,87
ZAF,South Africa,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,74
OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,79
AUS,Australia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,502
AUT,Austria,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,492
BEL,Belgium,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,503
CAN,Canada,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,523
CZE,Czech Republic,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,491
DNK,Denmark,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,504
FIN,Finland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,523
FRA,France,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,496
DEU,Germany,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,508
GRC,Greece,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,458
HUN,Hungary,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,474
ISL,Iceland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,481
IRL,Ireland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,509
ITA,Italy,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,485
JPN,Japan,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,529
KOR,Korea,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,519
LUX,Luxembourg,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,483
MEX,Mexico,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,416
NLD,Netherlands,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,508
NZL,New Zealand,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,506
NOR,Norway,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,504
POL,Poland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,504
PRT,Portugal,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,497
SVK,Slovak Republic,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,463
ESP,Spain,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,491
SWE,Sweden,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,496
CHE,Switzerland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,506
TUR,Turkey,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,425
GBR,United Kingdom,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,500
USA,United States,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,488
BRA,Brazil,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,395
CHL,Chile,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,443
EST,Estonia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,524
ISR,Israel,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,472
LVA,Latvia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,487
RUS,Russia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,492
SVN,Slovenia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,509
OECD,OECD - Total,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,486
AUS,Australia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,498
AUT,Austria,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,496
BEL,Belgium,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,504
CAN,Canada,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,521
CZE,Czech Republic,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,489
DNK,Denmark,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,503
FIN,Finland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,511
FRA,France,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,492
DEU,Germany,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,509
GRC,Greece,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,451
HUN,Hungary,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,472
ISL,Iceland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,473
IRL,Ireland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,511
ITA,Italy,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,489
JPN,Japan,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,531
KOR,Korea,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,510
LUX,Luxembourg,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,483
MEX,Mexico,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,416
NLD,Netherlands,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,505
NZL,New Zealand,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,503
NOR,Norway,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,498
POL,Poland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,502
PRT,Portugal,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,497
SVK,Slovak Republic,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,458
ESP,Spain,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,492
SWE,Sweden,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,488
CHE,Switzerland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,505
TUR,Turkey,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,420
GBR,United Kingdom,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,498
USA,United States,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,487
BRA,Brazil,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,394
CHL,Chile,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,446
EST,Estonia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,521
