title,date,image,nationality,country,color
Selvaggia Sassetti (born 1470),1487,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17015-001.jpg,Italian,,"[35, 25, 12]"
Vanitas Still Life,1603,https://images.metmuseum.org/CRDImages/ep/web-large/DP143209.jpg,Netherlandish,,"[45, 33, 23]"
The Marriage of the Virgin,1474,https://images.metmuseum.org/CRDImages/ep/web-large/DT249328.jpg,Italian,,"[171, 121, 73]"
Francesco Sassetti (1421–1490) and His Son Teodoro,1483,https://images.metmuseum.org/CRDImages/ep/web-large/DT1369.jpg,Italian,,"[114, 80, 61]"
Portrait of a Man,1469,https://images.metmuseum.org/CRDImages/ep/web-large/DP161257.jpg,Italian,,"[59, 67, 27]"
Madonna and Child with Angels,1469,https://images.metmuseum.org/CRDImages/ep/web-large/ep14.40.635.bw.R.jpg,Italian,,"[200, 200, 200]"
The Nativity with Saints,1503,https://images.metmuseum.org/CRDImages/ep/web-large/DT235074.jpg,Italian,,"[168, 142, 99]"
Saint John the Evangelist Raises Satheus to Life,1365,https://images.metmuseum.org/CRDImages/ep/web-large/DP375694.jpg,Italian,,"[146, 91, 39]"
Saint John the Evangelist Causes a Pagan Temple to Collapse,1365,https://images.metmuseum.org/CRDImages/ep/web-large/DP375436.jpg,Italian,,"[130, 76, 40]"
Saint John the Evangelist with Acteus and Eugenius,1365,https://images.metmuseum.org/CRDImages/ep/web-large/DP375435.jpg,Italian,,"[126, 76, 33]"
"Portrait of a Man, Said to Be John Cecil (1628–1678), Fourth Earl of Exeter",1665,https://images.metmuseum.org/CRDImages/ep/web-large/57101.jpg,British,,"[67, 67, 67]"
Diana the Huntress,1526,https://images.metmuseum.org/CRDImages/ep/web-large/DT6053.jpg,Italian,,"[51, 38, 13]"
Francesca Ghirardi Lechi (1773–1806),1789,https://images.metmuseum.org/CRDImages/ep/web-large/ep26.168.33.R.jpg,Italian,,"[184, 166, 152]"
The Man of Sorrows,1425,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14108-001.jpg,Italian,,"[101, 72, 45]"
The Flight into Egypt,1652,https://images.metmuseum.org/CRDImages/ep/web-large/DT200203.jpg,Italian,,"[46, 32, 21]"
The Annunciation,1672,https://images.metmuseum.org/CRDImages/ep/web-large/DT404.jpg,Italian,,"[68, 51, 27]"
Madonna and Child with Two Angels and a Donor,1440,https://images.metmuseum.org/CRDImages/ep/web-large/DT269020.jpg,Italian,,"[43, 24, 18]"
The Adoration of the Magi,1455,https://images.metmuseum.org/CRDImages/ep/web-large/DT2580.jpg,Italian,,"[117, 99, 58]"
Madonna and Child with Donors,1360,https://images.metmuseum.org/CRDImages/ep/web-large/DT2927.jpg,Italian,,"[183, 128, 51]"
Madonna and Child with Saints,1454,https://images.metmuseum.org/CRDImages/ep/web-large/DP169609.jpg,Italian,,"[45, 34, 23]"
The Miraculous Communion of Saint Catherine of Siena,1417,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16597-001.jpg,Italian,,"[109, 94, 70]"
The Adoration of the Magi,1315,https://images.metmuseum.org/CRDImages/ep/web-large/DT3.jpg,Italian,,"[137, 86, 42]"
Saints Matthew and Francis,1430,https://images.metmuseum.org/CRDImages/ep/web-large/DT1508.jpg,Italian,,"[139, 103, 44]"
"Saints Catherine of Alexandria, Barbara, Agatha, and Margaret",1465,https://images.metmuseum.org/CRDImages/ep/web-large/DT2830.jpg,Italian,,"[151, 99, 46]"
The Presentation of Christ in the Temple,1430,https://images.metmuseum.org/CRDImages/ep/web-large/DT208765.jpg,Italian,,"[155, 135, 92]"
Descent from the Cross,1451,https://images.metmuseum.org/CRDImages/ep/web-large/DT200204.jpg,Italian,,"[114, 107, 76]"
Before the Mirror,1873,https://images.metmuseum.org/CRDImages/ep/web-large/EP967.jpg,French,,"[121, 93, 64]"
Paradise,1445,https://images.metmuseum.org/CRDImages/ep/web-large/DT4767.jpg,Italian,,"[55, 43, 22]"
"Marie Adélaïde de Savoie (1685–1712), Duchesse de Bourgogne",1710,https://images.metmuseum.org/CRDImages/ep/web-large/DP317663.jpg,French,,"[56, 41, 33]"
Madonna and Child with Saints,1494,https://images.metmuseum.org/CRDImages/ep/web-large/DT2956.jpg,Italian,,"[67, 61, 29]"
The Adoration of the Magi,1470,https://images.metmuseum.org/CRDImages/ep/web-large/DP332733.jpg,Netherlandish,,"[45, 35, 30]"
A Benedictine Monk,1473,https://images.metmuseum.org/CRDImages/ep/web-large/EP721.jpg,Netherlandish,,"[37, 37, 37]"
Portrait of a Man,1470,https://images.metmuseum.org/CRDImages/ep/web-large/DP347299.jpg,Netherlandish,,"[30, 25, 23]"
Bouquet of Flowers in a Vase,1890,https://images.metmuseum.org/CRDImages/ep/web-large/DT7098.jpg,Dutch,,"[66, 64, 56]"
Sunflowers,1887,https://images.metmuseum.org/CRDImages/ep/web-large/DP229743.jpg,Dutch,,"[101, 103, 92]"
The Triumph of Fame; (reverse) Impresa of the Medici Family and Arms of the Medici and Tornabuoni Families,1444,https://images.metmuseum.org/CRDImages/ep/web-large/DP164870.jpg,Italian,,"[61, 45, 31]"
"First Steps, after Millet",1890,https://images.metmuseum.org/CRDImages/ep/web-large/DP124808.jpg,Dutch,,"[134, 148, 117]"
The Flowering Orchard,1888,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-045.jpg,Dutch,,"[62, 66, 33]"
Peasant Woman Cooking by a Fireplace,1885,https://images.metmuseum.org/CRDImages/ep/web-large/DT2163.jpg,Dutch,,"[59, 47, 27]"
Irises,1890,https://images.metmuseum.org/CRDImages/ep/web-large/DP346474.jpg,Dutch,,"[209, 205, 197]"
Self-Portrait with a Straw Hat (obverse: The Potato Peeler),1887,https://images.metmuseum.org/CRDImages/ep/web-large/DT1502_cropped2.jpg,Dutch,,"[174, 144, 102]"
Oleanders,1888,https://images.metmuseum.org/CRDImages/ep/web-large/DT1494.jpg,Dutch,,"[141, 139, 79]"
Shoes,1888,https://images.metmuseum.org/CRDImages/ep/web-large/DT1947.jpg,Dutch,,"[176, 143, 105]"
Madonna and Child with the Annunciation and the Nativity,1310,https://images.metmuseum.org/CRDImages/ep/web-large/DP367958.jpg,Italian,,"[113, 77, 59]"
Women Picking Olives,1889,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17161-001.jpg,Dutch,,"[122, 118, 92]"
Portrait of a Man,1520,https://images.metmuseum.org/CRDImages/ep/web-large/DP231747.jpg,Netherlandish,,"[23, 21, 17]"
Roses,1890,https://images.metmuseum.org/CRDImages/ep/web-large/DP346475.jpg,Dutch,,"[133, 150, 119]"
"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",1888,https://images.metmuseum.org/CRDImages/ep/web-large/DT1396.jpg,Dutch,,"[207, 179, 76]"
Wheat Field with Cypresses,1889,https://images.metmuseum.org/CRDImages/ep/web-large/DT1567.jpg,Dutch,,"[142, 156, 156]"
Virgin and Child,1517,https://images.metmuseum.org/CRDImages/ep/web-large/DP164792.jpg,Netherlandish,,"[48, 36, 30]"
"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",1804,https://images.metmuseum.org/CRDImages/ep/web-large/DT11822.jpg,Spanish,,"[25, 23, 21]"
Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),1804,https://images.metmuseum.org/CRDImages/ep/web-large/DT11823.jpg,Spanish,,"[167, 149, 113]"
"Tiburcio Pérez y Cuervo (1785/86–1841), the Architect",1820,https://images.metmuseum.org/CRDImages/ep/web-large/DP295718.jpg,Spanish,,"[31, 31, 30]"
Sebastián Martínez y Pérez (1747–1800),1792,https://images.metmuseum.org/CRDImages/ep/web-large/DT2776.jpg,Spanish,,"[48, 42, 29]"
"José Costa y Bonells (died l870), Called Pepito",1805,https://images.metmuseum.org/CRDImages/ep/web-large/DP123853.jpg,Spanish,,"[62, 50, 40]"
Manuel Osorio Manrique de Zuñiga (1784–1792),1787,https://images.metmuseum.org/CRDImages/ep/web-large/DP287624.jpg,Spanish,,"[68, 61, 48]"
Narcisa Barañana de Goicoechea,1766,https://images.metmuseum.org/CRDImages/ep/web-large/DT236254.jpg,Spanish,,"[54, 47, 40]"
Don Bernardo de Iriarte (1735–1814),1797,https://images.metmuseum.org/CRDImages/ep/web-large/ep50.145.19.bw.R.jpg,Spanish,,"[27, 27, 27]"
"Ferdinand VII (1784–1833), When Prince of Asturias",1800,https://images.metmuseum.org/CRDImages/ep/web-large/DT236256.jpg,Spanish,,"[40, 42, 38]"
Infanta María Luisa (1782–1824) and Her Son Carlos Luis (1799–1883),1800,https://images.metmuseum.org/CRDImages/ep/web-large/ep30.95.243.bw.R.jpg,Spanish,,"[40, 40, 40]"
Sandy Road with a Farmhouse,1627,https://images.metmuseum.org/CRDImages/ep/web-large/DP147598.jpg,Dutch,,"[103, 91, 67]"
A City on a Rock,1800,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17460-001.jpg,Spanish,,"[54, 63, 59]"
View of Haarlem and the Haarlemmer Meer,1646,https://images.metmuseum.org/CRDImages/ep/web-large/DP146495.jpg,Dutch,,"[121, 116, 98]"
Bullfight in a Divided Ring,1800,https://images.metmuseum.org/CRDImages/ep/web-large/DT513.jpg,Spanish,,"[136, 116, 79]"
Country House near the Water,1646,https://images.metmuseum.org/CRDImages/ep/web-large/DP145923.jpg,Dutch,,"[113, 103, 82]"
"María Luisa of Parma (1751–1819), Queen of Spain",1800,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17561-001.jpg,Spanish,,"[18, 12, 5]"
Castle by a River,1647,https://images.metmuseum.org/CRDImages/ep/web-large/DP145936.jpg,Dutch,,"[134, 110, 70]"
The Pelkus Gate near Utrecht,1646,https://images.metmuseum.org/CRDImages/ep/web-large/DP145926.jpg,Dutch,,"[125, 118, 98]"
Majas on a Balcony,1800,https://images.metmuseum.org/CRDImages/ep/web-large/DT822.jpg,Spanish,,"[57, 51, 40]"
River View with a Village Church,1630,https://images.metmuseum.org/CRDImages/ep/web-large/DP143185.jpg,Dutch,,"[115, 111, 93]"
"Saints Nicholas of Tolentino, Roch, Sebastian, and Bernardino of Siena, with Kneeling Donors",1481,https://images.metmuseum.org/CRDImages/ep/web-large/DT10247.jpg,Italian,,"[131, 106, 73]"
The Conversion of Saint Paul,1440,https://images.metmuseum.org/CRDImages/ep/web-large/ep15.106.2.bw.R.jpg,Italian,,"[190, 190, 190]"
Totila before Saint Benedict,1440,https://images.metmuseum.org/CRDImages/ep/web-large/ep15.106.4.bw.R.jpg,Italian,,"[189, 189, 189]"
Saint John the Baptist Bearing Witness,1506,https://images.metmuseum.org/CRDImages/ep/web-large/DT11166.jpg,Italian,,"[68, 58, 32]"
Saint Peter and Simon Magus,1440,https://images.metmuseum.org/CRDImages/ep/web-large/EP290.jpg,Italian,,"[204, 189, 182]"
Scenes from the Life of Saint John the Baptist,1506,https://images.metmuseum.org/CRDImages/ep/web-large/DP214411.jpg,Italian,,"[103, 92, 72]"
The Choir of the Capuchin Church in Rome,1814,https://images.metmuseum.org/CRDImages/ep/web-large/DT2550.jpg,French,,"[44, 32, 28]"
Saint Zenobius Resuscitating a Dead Child,1440,https://images.metmuseum.org/CRDImages/ep/web-large/EP336.jpg,Italian,,"[186, 168, 144]"
The Adoration of the Shepherds,1612,https://images.metmuseum.org/CRDImages/ep/web-large/DT2722.jpg,Greek,,"[38, 27, 26]"
Christ Healing the Blind,1565,https://images.metmuseum.org/CRDImages/ep/web-large/DT407.jpg,Greek,,"[127, 112, 87]"
The Adoration of the Shepherds,1605,https://images.metmuseum.org/CRDImages/ep/web-large/DP123919.jpg,Greek,,"[30, 24, 18]"
Portrait of an Old Man,1595,https://images.metmuseum.org/CRDImages/ep/web-large/DT390.jpg,Greek,,"[57, 42, 31]"
All Saints,1700,https://images.metmuseum.org/CRDImages/ep/web-large/ep31.67.9.bw.R.jpg,Greek,,"[183, 183, 183]"
Cardinal Fernando Niño de Guevara (1541–1609),1595,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17777-001.jpg,Greek,,"[42, 30, 23]"
Saint Andrew,1605,https://images.metmuseum.org/CRDImages/ep/web-large/DT1493.jpg,Greek,,"[53, 53, 47]"
View of Toledo,1599,https://images.metmuseum.org/CRDImages/ep/web-large/DP349564.jpg,Greek,,"[53, 64, 56]"
Broken Eggs,1756,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12952-001.jpg,French,,"[53, 40, 24]"
Head of a Young Woman,1780,https://images.metmuseum.org/CRDImages/ep/web-large/ep67.187.72.R.jpg,French,,"[69, 56, 45]"
"Charles Claude de Flahaut (1730–1809), Comte d'Angiviller",1763,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12953-001.jpg,French,,"[48, 35, 26]"
Aegina Visited by Jupiter,1767,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12954-001.jpg,French,,"[67, 56, 43]"
"Madame Jean-Baptiste Nicolet (Anne Antoinette Desmoulins, 1743–1817)",1787,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13040-001.jpg,French,,"[30, 29, 22]"
Study Head of a Woman,1775,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12955-001.jpg,French,,"[39, 33, 24]"
Princess Varvara Nikolaevna Gagarina (1762–1802),1780,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13039-001.jpg,French,,"[65, 53, 39]"
Head of a Young Boy,1763,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13038-001.jpg,French,,"[44, 35, 22]"
Jean Jacques Caffiéri (1725–1792),1760,https://images.metmuseum.org/CRDImages/ep/web-large/DP123933.jpg,French,,"[36, 30, 19]"
The Vision of Saint John,1608,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17641-001.jpg,Greek,,"[50, 44, 37]"
"The Empress Elizabeth of Russia (1709–1762) on Horseback, Attended by a Page",1743,https://images.metmuseum.org/CRDImages/ep/web-large/DP368624.jpg,German,,"[58, 53, 40]"
Sir Joshua Reynolds (1723–1792),1773,https://images.metmuseum.org/CRDImages/ep/web-large/ep62.122.60.R.jpg,British,,"[235, 234, 235]"
Portrait of a Woman,1743,https://images.metmuseum.org/CRDImages/ep/web-large/ep22.174.bw.R.jpg,German,,"[202, 202, 202]"
Imaginary View of a Venetian Square or Campo,1780,https://images.metmuseum.org/CRDImages/ep/web-large/DT4595.jpg,Italian,,"[110, 116, 101]"
Santa Maria della Salute,1763,https://images.metmuseum.org/CRDImages/ep/web-large/ep71.120.bw.R.jpg,Italian,,"[204, 204, 204]"
Venice from the Bacino di San Marco,1760,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-015.jpg,Italian,,"[69, 74, 63]"
Fantastic Landscape,1760,https://images.metmuseum.org/CRDImages/ep/web-large/DT9351.jpg,Italian,,"[130, 162, 164]"
Fantastic Landscape,1760,https://images.metmuseum.org/CRDImages/ep/web-large/DT9352.jpg,Italian,,"[128, 153, 152]"
Piazza San Marco,1767,https://images.metmuseum.org/CRDImages/ep/web-large/DT1384.jpg,Italian,,"[102, 116, 119]"
Fantastic Landscape,1760,https://images.metmuseum.org/CRDImages/ep/web-large/DT4562.jpg,Italian,,"[120, 143, 133]"
Venice: The Rialto,1732,https://images.metmuseum.org/CRDImages/ep/web-large/DT8848.jpg,Italian,,"[156, 133, 87]"
Venice: The Dogana and Santa Maria della Salute,1732,https://images.metmuseum.org/CRDImages/ep/web-large/DT8847.jpg,Italian,,"[163, 144, 96]"
"Alexandre Théodore Victor (1760–1829), Comte de Lameth",1789,https://images.metmuseum.org/CRDImages/ep/web-large/DP327726.jpg,French,,"[209, 207, 204]"
Portrait of a Woman,1810,https://images.metmuseum.org/CRDImages/ep/web-large/259972.jpg,French,,"[33, 33, 33]"
The Grand Canal above the Rialto,1767,https://images.metmuseum.org/CRDImages/ep/web-large/DP124053.jpg,Italian,,"[143, 137, 124]"
The Vocation of Saint Aloysius (Luigi) Gonzaga,1645,https://images.metmuseum.org/CRDImages/ep/web-large/DT1956.jpg,Italian,,"[38, 29, 19]"
Madonna and Child,1338,https://images.metmuseum.org/CRDImages/ep/web-large/DP244551.jpg,Italian,,"[150, 98, 55]"
Samson Captured by the Philistines,1619,https://images.metmuseum.org/CRDImages/ep/web-large/DT503.jpg,Italian,,"[50, 30, 14]"
The Painter Louis Joseph Maurice (1730–1820),1772,https://images.metmuseum.org/CRDImages/ep/web-large/ep95.14.53.R.jpg,Swedish,,"[198, 185, 171]"
Portrait of a Young Woman,1785,https://images.metmuseum.org/CRDImages/ep/web-large/64075.jpg,Swedish,,"[223, 223, 223]"
Portrait of a Woman,1775,https://images.metmuseum.org/CRDImages/ep/web-large/36747.jpg,Swedish,,"[66, 66, 66]"
An Allegory,1688,https://images.metmuseum.org/CRDImages/ep/web-large/EP542.jpg,Italian,,"[61, 54, 54]"
Portrait of a Woman,1775,https://images.metmuseum.org/CRDImages/ep/web-large/175505.jpg,Swedish,,"[62, 62, 62]"
A Banquet,1628,https://images.metmuseum.org/CRDImages/ep/web-large/DP143192.jpg,Dutch,,"[54, 42, 28]"
Portrait of a Bearded Man with a Ruff,1625,https://images.metmuseum.org/CRDImages/ep/web-large/DP145927.jpg,Dutch,,"[31, 29, 25]"
Young Man and Woman in an Inn,1623,https://images.metmuseum.org/CRDImages/ep/web-large/DP145899.jpg,Dutch,,"[60, 54, 45]"
"Anna van der Aar (born 1576/77, died after 1626)",1626,https://images.metmuseum.org/CRDImages/ep/web-large/DP171420.jpg,Dutch,,"[87, 54, 37]"
Paulus Verschuur (1606–1667),1643,https://images.metmuseum.org/CRDImages/ep/web-large/DP146480.jpg,Dutch,,"[35, 33, 27]"
Petrus Scriverius (1576–1660),1626,https://images.metmuseum.org/CRDImages/ep/web-large/DP247208.jpg,Dutch,,"[96, 62, 43]"
"Portrait of a Man, Possibly Nicolaes Pietersz Duyst van Voorhout (born about 1600, died 1650)",1636,https://images.metmuseum.org/CRDImages/ep/web-large/DP124055.jpg,Dutch,,"[61, 53, 41]"
Merrymakers at Shrovetide,1616,https://images.metmuseum.org/CRDImages/ep/web-large/DP145901.jpg,Dutch,,"[50, 39, 28]"
Portrait of a Woman,1645,https://images.metmuseum.org/CRDImages/ep/web-large/DP143203.jpg,Dutch,,"[47, 43, 35]"
Frans Hals (1582/83–1666),1650,https://images.metmuseum.org/CRDImages/ep/web-large/DP251935.jpg,Dutch,,"[44, 35, 26]"
The Smoker,1623,https://images.metmuseum.org/CRDImages/ep/web-large/DP146499.jpg,Dutch,,"[46, 36, 22]"
Boy with a Lute,1620,https://images.metmuseum.org/CRDImages/ep/web-large/DP145900.jpg,Dutch,,"[35, 29, 23]"
Portrait of a Man,1650,https://images.metmuseum.org/CRDImages/ep/web-large/DP146458.jpg,Dutch,,"[38, 37, 27]"
"Ali Pasha (born about 1741, died 1822)",1822,https://images.metmuseum.org/CRDImages/ep/web-large/ep95.14.52.R.jpg,German,,"[225, 216, 207]"
Self-Portrait,1807,https://images.metmuseum.org/CRDImages/ep/web-large/DP170288.jpg,British,,"[51, 41, 33]"
Portrait of a Woman,1648,https://images.metmuseum.org/CRDImages/ep/web-large/DP146498.jpg,Dutch,,"[47, 37, 25]"
Moonrise,1885,https://images.metmuseum.org/CRDImages/ep/web-large/DP238263.jpg,French,,"[47, 42, 34]"
Malle Babbe,1625,https://images.metmuseum.org/CRDImages/ep/web-large/DP145941.jpg,Dutch,,"[31, 26, 18]"
A Vase of Flowers,1716,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15788-001.jpg,Dutch,,"[33, 35, 36]"
Agnes Sewell,1795,https://images.metmuseum.org/CRDImages/ep/web-large/135216.jpg,British,,"[227, 227, 227]"
Still Life: A Banqueting Scene,1640,https://images.metmuseum.org/CRDImages/ep/web-large/DP104986.jpg,Dutch,,"[30, 23, 18]"
Lola Montez (1818–1861),1800,https://images.metmuseum.org/CRDImages/ep/web-large/ep42.53.3.R.jpg,German,,"[68, 46, 37]"
Henriette Sontag (1806–1854),1830,https://images.metmuseum.org/CRDImages/ep/web-large/126053.jpg,German,,"[54, 54, 54]"
Still Life with a Glass and Oysters,1635,https://images.metmuseum.org/CRDImages/ep/web-large/DP147903.jpg,Dutch,,"[57, 42, 21]"
Portrait of a Man,1647,https://images.metmuseum.org/CRDImages/ep/web-large/DP143191.jpg,Dutch,,"[19, 16, 13]"
"Jacob Willemsz. van Veen (1456–1535), the Artist's Father",1532,https://images.metmuseum.org/CRDImages/ep/web-large/DP257598.jpg,Netherlandish,,"[42, 35, 29]"
The Musician,1662,https://images.metmuseum.org/CRDImages/ep/web-large/DP-18251-001.jpg,Dutch,,"[32, 21, 10]"
A Bather (Echo),1881,https://images.metmuseum.org/CRDImages/ep/web-large/EP966.jpg,French,,"[219, 213, 172]"
Young Woman Praying,1849,https://images.metmuseum.org/CRDImages/ep/web-large/ep37.20.2.bw.R.jpg,French,,"[30, 30, 30]"
The Calling of Matthew,1524,https://images.metmuseum.org/CRDImages/ep/web-large/DT201070.jpg,Netherlandish,,"[65, 40, 25]"
The Huis ten Bosch at The Hague and Its Formal Garden (View from the South),1668,https://images.metmuseum.org/CRDImages/ep/web-large/DP145408.jpg,Dutch,,"[129, 141, 140]"
"Portrait of a Young Man, Probably Robert Devereux (1566–1601), Second Earl of Essex",1588,https://images.metmuseum.org/CRDImages/ep/web-large/DP327706.jpg,British,,"[164, 163, 163]"
The Huis ten Bosch at The Hague and Its Formal Garden (View from the East),1668,https://images.metmuseum.org/CRDImages/ep/web-large/DP145409.jpg,Dutch,,"[129, 141, 138]"
