Level,Indicator,Value,Region,Subregion,Territory,Year,Source,Source Description
Country,Homicide count,61,Americas,Caribbean,Bahamas,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,78,Americas,Caribbean,Bahamas,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,73,Americas,Caribbean,Bahamas,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,87,Americas,Caribbean,Bahamas,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,94,Americas,Caribbean,Bahamas,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,127,Americas,Caribbean,Bahamas,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,111,Americas,Caribbean,Bahamas,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,119,Americas,Caribbean,Bahamas,2013,NP,National Police
Country,Homicide count,124,Americas,Caribbean,Bahamas,2014,NP,National Police
Country,Homicide count,146,Americas,Caribbean,Bahamas,2015,NP,National Police
Country,Homicide count,111,Americas,Caribbean,Bahamas,2016,NP,National Police
Country,Homicide count,122,Americas,Caribbean,Bahamas,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,17.562551956,Americas,Caribbean,Bahamas,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,10.727681633,Americas,Caribbean,Bahamas,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,15.411911528,Americas,Caribbean,Bahamas,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,12.912032169,Americas,Caribbean,Bahamas,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,18.850893061,Americas,Caribbean,Bahamas,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,14.276587467,Americas,Caribbean,Bahamas,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,17.959011198,Americas,Caribbean,Bahamas,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,16.007627983,Americas,Caribbean,Bahamas,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,24.8284655,Americas,Caribbean,Bahamas,2000,OAS,Organization of American States (OAS)
Country,Homicide rate,14.209333219,Americas,Caribbean,Bahamas,2001,OAS,Organization of American States (OAS)
Country,Homicide rate,16.901939498,Americas,Caribbean,Bahamas,2002,OAS,Organization of American States (OAS)
Country,Homicide rate,15.968165865,Americas,Caribbean,Bahamas,2003,OAS,Organization of American States (OAS)
Country,Homicide rate,13.797731528,Americas,Caribbean,Bahamas,2004,OAS,Organization of American States (OAS)
Country,Homicide rate,16.007486578,Americas,Caribbean,Bahamas,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,18.427221537,Americas,Caribbean,Bahamas,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,23.118851645,Americas,Caribbean,Bahamas,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,21.240689013,Americas,Caribbean,Bahamas,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,24.885583524,Americas,Caribbean,Bahamas,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,26.483647756,Americas,Caribbean,Bahamas,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,35.318688592,Americas,Caribbean,Bahamas,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,30.529648139,Americas,Caribbean,Bahamas,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,32.410761462,Americas,Caribbean,Bahamas,2013,NP,National Police
Country,Homicide rate,33.456998314,Americas,Caribbean,Bahamas,2014,NP,National Police
Country,Homicide rate,39.01656868,Americas,Caribbean,Bahamas,2015,NP,National Police
Country,Homicide rate,29.371062359,Americas,Caribbean,Bahamas,2016,NP,National Police
Country,Homicide rate,31.958171469,Americas,Caribbean,Bahamas,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,5,Asia,Western Asia,Bahrain,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,8,Asia,Western Asia,Bahrain,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,6,Asia,Western Asia,Bahrain,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,9,Asia,Western Asia,Bahrain,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,8,Asia,Western Asia,Bahrain,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,3,Asia,Western Asia,Bahrain,2003,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,7,Asia,Western Asia,Bahrain,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,4,Asia,Western Asia,Bahrain,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,7,Asia,Western Asia,Bahrain,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,4,Asia,Western Asia,Bahrain,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,6,Asia,Western Asia,Bahrain,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,13,Asia,Western Asia,Bahrain,2009,NP,National Police
Country,Homicide count,11,Asia,Western Asia,Bahrain,2010,NP,National Police
Country,Homicide count,7,Asia,Western Asia,Bahrain,2011,NP,National Police
Country,Homicide count,4,Asia,Western Asia,Bahrain,2012,MD,World Health Organization Mortality Database
Country,Homicide count,5,Asia,Western Asia,Bahrain,2013,MD,World Health Organization Mortality Database
Country,Homicide count,7,Asia,Western Asia,Bahrain,2014,MD,World Health Organization Mortality Database
Country,Homicide rate,0.88699977648,Asia,Western Asia,Bahrain,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.3825020176,Asia,Western Asia,Bahrain,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.0085270966,Asia,Western Asia,Bahrain,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.290230091,Asia,Western Asia,Bahrain,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.0882280926,Asia,Western Asia,Bahrain,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.3852535225,Asia,Western Asia,Bahrain,2003,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.84353000436,Asia,Western Asia,Bahrain,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.44986430968,Asia,Western Asia,Bahrain,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.73036644571,Asia,Western Asia,Bahrain,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.38612871214,Asia,Western Asia,Bahrain,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.5382879751,Asia,Western Asia,Bahrain,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.0969769846,Asia,Western Asia,Bahrain,2009,NP,National Police
Country,Homicide rate,0.88647909843,Asia,Western Asia,Bahrain,2010,NP,National Police
Country,Homicide rate,0.54766526386,Asia,Western Asia,Bahrain,2011,NP,National Police
Country,Homicide rate,0.30770603612,Asia,Western Asia,Bahrain,2012,MD,World Health Organization Mortality Database
Country,Homicide rate,0.38021975181,Asia,Western Asia,Bahrain,2013,MD,World Health Organization Mortality Database
Country,Homicide rate,0.52392346825,Asia,Western Asia,Bahrain,2014,MD,World Health Organization Mortality Database
Country,Homicide count,3343,Asia,Southern Asia,Bangladesh,2000,NP,National Police
Country,Homicide count,3678,Asia,Southern Asia,Bangladesh,2001,NP,National Police
Country,Homicide count,3503,Asia,Southern Asia,Bangladesh,2002,NP,National Police
Country,Homicide count,3471,Asia,Southern Asia,Bangladesh,2003,NP,National Police
Country,Homicide count,3902,Asia,Southern Asia,Bangladesh,2004,NP,National Police
