"","show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description"
"286","s286","Movie","Abominable Christmas","Chad Van De Keere","Isabella Acres, Drake Bell, Emilio Estevez, Nolan Gould, Matthew Lillard, Ray Liotta, Jane Lynch, Ariel Winter","United States","February 18, 2016",2012,"TV-Y7","44 min","Children & Family Movies, Comedies","two small abominable snowmen flee their mountain to escape a scientist who's trying to capture them and end up spending christmas with a human family."
"287","s287","Movie","About a Boy","Chris Weitz, Paul Weitz","Nicholas Hoult, Toni Collette, Victoria Smurfit, Sharon Small, Natalia Tena, Isabel Brook, Hugh Grant, Rachel Weisz, Nicholas Hutchison","United Kingdom, United States, France, Germany","February 1, 2019",2002,"PG-13","101 min","Comedies, Dramas, International Movies","hip, irresponsible londoner will invents an imaginary son and starts attending single-parent meetings to find available women."
"288","s288","Movie","About Time","Richard Curtis","Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson, Lindsay Duncan, Richard Cordery, Tom Hollander, Margot Robbie, Joshua McGuire, Vanessa Kirby","United Kingdom","April 16, 2019",2013,"R","123 min","Comedies, Dramas, International Movies","when tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams."
"289","s289","TV Show","Abstract: The Art of Design","","Christoph Niemann, Tinker Hatfield, Es Devlin, Bjarke Ingels, Paula Scher, Platon, Ilse Crawford, Ralph Gilles","United States","September 25, 2019",2019,"TV-14","2 Seasons","Docuseries","step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life."
"290","s290","TV Show","Absurd Planet","","Afi Ekulona","United States","April 22, 2020",2020,"TV-PG","1 Season","Docuseries, Science & Nature TV, TV Comedies","a cast of quirky critters and mother nature herself narrate this funny science series, which peeks into the lives of earth’s most incredible animals."
"291","s291","TV Show","Abyss","","Park Bo-young, Ahn Hyo-seop, Lee Sung-jae, Lee Si-eon, Han So-hee, Kwon Soo-hyun, Kim Sa-rang, Ahn Se-ha, Yun Yoo-sun","South Korea","May 7, 2019",2019,"TV-14","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","after meeting an untimely demise in separate incidents, cha min and go se-yeon discover they’ve come back to life in new bodies they don’t recognize."
"292","s292","Movie","Abzurdah","Daniela Goggi","Eugenia Suárez, Esteban Lamothe, Gloria Carrá, Rafael Spregelburd, Tomás Ottaviano, Julieta Gullo, Zoe Hochbaum, Lucia Carolina Pecrul","Argentina","August 25, 2016",2015,"TV-MA","90 min","Dramas, International Movies","a disenfranchised 16-year-old girl connects to an older man on the internet and after a brief one-sided affair descends into obsession and anorexia."
"293","s293","Movie","Acapulco La vida va","Alfonso Serrano Maturino","Patricio Castillo, Sergio Bustamante, Alejandro Suárez, Luz María Jerez, Bob Isaacs, Tere Monroy","Mexico","June 3, 2017",2016,"TV-MA","89 min","Comedies, Dramas, International Movies","three lifelong friends travel to acapulco ostensibly so one of them can find his lost love, but the real reason behind the trip holds some surprises."
"294","s294","Movie","Accident","Cheang Pou Soi","Louis Koo, Richie Ren, Stanley Fung Sui-Fan, Michelle Ye, Lam Suet, Alexander Chan, Monica Mok","Hong Kong","December 1, 2018",2009,"TV-MA","87 min","International Movies, Thrillers","a contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap."
"295","s295","TV Show","Accidentally in Love","","Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng, Li Ma, Mo Zhou","China","October 19, 2018",2018,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school."
"296","s296","Movie","Across Grace Alley","Ralph Macchio","Ben Hyland, Marsha Mason, Karina Smirnoff, Colin Branca, Ralph Macchio, Tricia Paoluccio","United States","December 1, 2016",2013,"TV-PG","24 min","Dramas","a young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window."
"297","s297","Movie","Across The Line","Julien Christian Lutz","Sarah Jeffery, Simon Paul Mutuyimana, Denis Theriault, Jeremiah Sparks, Steven Love, Cara Ricketts, Jim Codrington, Shamier Anderson, Stephan James, Lanette Ware, Hugh Thompson","Canada","April 1, 2019",2015,"TV-MA","88 min","Dramas, Sports Movies","a black high school student sets his sights for the national hockey league, but rising racial tensions in his community may jeopardize his goals."
"298","s298","Movie","Across the Universe","Julie Taymor","Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff","United States, United Kingdom","January 1, 2019",2007,"PG-13","133 min","Dramas, Music & Musicals, Romantic Movies","an american girl and a british lad fall in love amid the social and political upheaval of the 1960s, in this musical featuring songs by the beatles."
"299","s299","Movie","Act of Valor","Mike McCoy, Scott Waugh","Keo Woolford, Drea Castro, Emilio Rivera, Rorke Denver, Jason Cottle, Ailsa Marshall, Alex Veadov, Dave, Roselyn Sanchez, Thomas Rosales Jr., Nestor Serrano, Gonzalo Menendez","United States","June 1, 2020",2012,"R","110 min","Action & Adventure","an elite squad of navy seals is tasked with rescuing a kidnapped cia agent from a lethal terrorist cell."
"300","s300","Movie","Act of Vengeance","Mahsun Kırmızıgül","Haluk Bilginer, Mahsun Kırmızıgül, Mustafa Sandal, Gina Gershon, Robert Patrick, Danny Glover, Engin Altan Düzyatan, Scott William Winters, Sharrieff Pugh","Turkey, United States","September 29, 2018",2010,"NR","112 min","Action & Adventure, International Movies","two turkish agents are sent to new york city on a mission to capture a notorious terrorist known only as ""dejjal"" (arabic for antichrist)."
"301","s301","Movie","Action Replayy","Vipul Amrutlal Shah","Akshay Kumar, Aishwarya Rai Bachchan, Om Puri, Kiron Kher, Neha Dhupia, Rannvijay Singh, Aditya Roy Kapur, Sudeepa Singh, Randhir Kapoor, Rajpal Yadav","India","May 11, 2020",2010,"TV-PG","129 min","Children & Family Movies, Comedies, International Movies","sick of his parents’ constant squabbling, a young man travels back in time to the onset of their romance, with plans to set them up for marital bliss."
"302","s302","Movie","Acts of Vengeance","Isaac Florentine","Antonio Banderas, Karl Urban, Paz Vega, Robert Forster, Clint Dyer, Cristina Serafini, Lillian Blankenship, Atanas Srebrev, Mark Rhino Smith","Bulgaria, United States","January 25, 2018",2017,"R","87 min","Action & Adventure, International Movies","devastated by the murder of his wife and child, a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge."
"303","s303","Movie","Acts of Violence","Brett Donowho","Cole Hauser, Bruce Willis, Shawn Ashmore, Ashton Holmes, Melissa Bolona, Patrick St. Esprit, Sophia Bush, Mike Epps","Canada","August 1, 2020",2018,"R","87 min","Action & Adventure","when his future sister-in-law is kidnapped by human traffickers, a military veteran joins forces with his brothers and a world-weary cop to rescue her."
"304","s304","TV Show","Ad Vitam","","Yvan Attal, Garance Marillier, Niels Schneider, Victor Assié, Rod Paradot, Anne Azoulay, Adel Bencherif","France","November 1, 2019",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","in a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides."
"305","s305","Movie","Adú","Salvador Calvo","Luis Tosar, Anna Castillo, Álvaro Cervantes, Miquel Fernández, Jesús Carroza, Moustapha Oumarou, Adam Nourou, Zayidiyya Dissou, Ana Wagener, Nora Navas","Spain","July 1, 2020",2020,"TV-MA","120 min","Dramas, International Movies","near a spanish town in northern africa, a child takes a painful journey, a father reconnects with his daughter and a coast guard is guilt stricken."
"306","s306","Movie","Adam Devine: Best Time of Our Lives","Jay Karas","Adam Devine","United States","June 18, 2019",2019,"TV-MA","59 min","Stand-Up Comedy","frenetic comic adam devine talks teen awkwardness, celebrity encounters, his ""pitch perfect"" audition and more in a special from his hometown of omaha."
"307","s307","TV Show","Adam Ruins Everything","","Adam Conover, Adam Lustick, Emily Axford","United States","September 30, 2018",2018,"TV-14","1 Season","TV Comedies","education can be fun – and funny. comedian adam conover bursts misconceptions, deconstructs topics and leaves with positive takeaways."
"308","s308","Movie","ADAM SANDLER 100% FRESH","Steve Brill","Adam Sandler","United States","October 23, 2018",2018,"TV-MA","74 min","Stand-Up Comedy","from ""heroes"" to ""ice cream ladies"" – adam sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way."
"309","s309","Movie","Adam: His Song Continues","Robert Markowitz","Daniel J. Travanti, JoBeth Williams, Richard Masur, Martha Scott, Paul Regina","United States","October 1, 2011",1986,"TV-MA","96 min","Dramas","after their child was abducted and murdered, john and reve walsh fought to raise national awareness of the problem of missing children."
"310","s310","Movie","Addicted to Life","Thierry Donard","Antoine Bizet, Jesse Richman, Karsten Gefle, Wille Lindberg, Matahi Drollet, Mathias Wyss, Matt Annetts","France","June 12, 2020",2014,"TV-14","91 min","Action & Adventure, Documentaries, International Movies","chasing extreme challenges, athletic daredevils test their limits in various environments from giant waves to snowy slopes around the world."
"311","s311","Movie","Adel Karam: Live from Beirut","","Adel Karam","United States","March 1, 2018",2018,"TV-MA","59 min","Stand-Up Comedy","from casino du liban, lebanese actor and comedian adel karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named rocco."
"312","s312","Movie","Adhugo","","","India","January 15, 2019",2018,"TV-14","105 min","Comedies, International Movies, Thrillers","a fast-footed piglet named bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes."
"313","s313","Movie","Aditi Mittal: Things They Wouldn't Let Me Say","Fazila Allana","Aditi Mittal","India","July 18, 2017",2017,"TV-MA","63 min","Stand-Up Comedy","trailblazing comic aditi mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of indian movie ratings."
"314","s314","Movie","Adore","Anne Fontaine","Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville, Ben Mendelsohn, Jessica Tovey, Sophie Lowe, Gary Sweet, Alyson Standen, Skye Sutherland, Sarah Henderson","Australia, France","November 20, 2019",2013,"R","111 min","Dramas, Independent Movies, International Movies","when lifelong friends roz and lil fall in love with each other's teenage sons, they must carry out their affairs in relative secrecy."
"315","s315","Movie","Adrift","Baltasar Kormákur","Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne","Hong Kong, Iceland, United States","September 1, 2020",2018,"PG-13","96 min","Action & Adventure, Dramas, Romantic Movies","a young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events."
"316","s316","Movie","Adrishya","Sandeep Chatterjee","Ravi Kumar, Ayesha Singh, Nishat Mallick, Archana Kotwal, Rakesh Chaturvedi Om, Nidhi Mahavan, Abhijit Sinha, Abdur Rehman","India","December 31, 2019",2017,"TV-14","99 min","Horror Movies, Independent Movies, International Movies","a family’s harmonious existence is interrupted when the young son begins showing symptoms of anxiety that seem linked to disturbing events at home."
"317","s317","Movie","Advantageous","Jennifer Phang","Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle, Samantha Kim, Troi Zee, Olivia Horton, Jennifer Ikeda, Mercedes Griffeth","United States","June 23, 2015",2015,"TV-MA","92 min","Dramas, Independent Movies, Sci-Fi & Fantasy","in order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure."
"318","s318","Movie","Adventures in Public School","Kyle Rideout","Daniel Doheny, Judy Greer, Siobhan Williams, Russell Peters, Grace Park, Andrew McNee, Alex Barima, Andrew Herr, Eva Day, Josh Epstein","Canada, United States","August 15, 2018",2018,"NR","86 min","Comedies","after years of home-schooling, an awkward teen decides he wants a public high school experience, but his overbearing mother struggles to let go."
"319","s319","Movie","Aerials","S.A. Zaidi","Saga Alyasery, Ana Druzhynina, Mansour Al Felei, Mohammad Abu Diak, Pascale Matar, Luke Coutts, Abeer Mohammed","United Arab Emirates","May 7, 2020",2016,"TV-14","90 min","International Movies, Sci-Fi & Fantasy","dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off."
"320","s320","TV Show","Afflicted","","","United States","August 10, 2018",2018,"TV-MA","1 Season","Docuseries, Reality TV, Science & Nature TV","baffling symptoms. controversial diagnoses. costly treatments. seven people with chronic illnesses search for answers – and relief."
"321","s321","Movie","Afonso Padilha: Classless","Junior Carelli, Rudge Campos","Afonso Padilha","Brazil","September 3, 2020",2020,"TV-MA","63 min","Stand-Up Comedy","brazilian comedian afonso padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set."
"322","s322","TV Show","Africa","","David Attenborough","United Kingdom","April 28, 2016",2013,"TV-PG","1 Season","British TV Shows, Docuseries, International TV Shows","this five-part nature series chronicles fascinating stories of survival on the african continent, home to the most diverse animal life on the planet."
