Appendix Table 6d. Relative risks used by age and sex for each outcome for smoking globally,,,,,,,,,,,,,,,,,
Liver cancer due to other causes,0 Pack-Years,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Liver cancer due to other causes,14.6 Pack-Years,Both,Male,"1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)"
Liver cancer due to other causes,14.6 Pack-Years,Both,Female,"1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)","1.512
(1.04 to 2.038)"
Liver cancer due to other causes,29.2 Pack-Years,Both,Male,"1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)"
Liver cancer due to other causes,29.2 Pack-Years,Both,Female,"1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)","1.638
(1.099 to 2.256)"
Liver cancer due to other causes,43.8 Pack-Years,Both,Male,"1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)"
Liver cancer due to other causes,43.8 Pack-Years,Both,Female,"1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)","1.83
(1.224 to 2.606)"
Liver cancer due to other causes,58.3 Pack-Years,Both,Male,"1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)"
Liver cancer due to other causes,58.3 Pack-Years,Both,Female,"1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)","1.786
(1.139 to 2.722)"
Liver cancer due to other causes,72.9 Pack-Years,Both,Male,"1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)"
Liver cancer due to other causes,72.9 Pack-Years,Both,Female,"1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)","1.937
(1.147 to 3.012)"
Pancreatic cancer,0 Pack-Years,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Pancreatic cancer,0 Pack-Years,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Pancreatic cancer,15.8 Pack-Years,Both,Male,"1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)","1.653
(1.332 to 1.98)"
Pancreatic cancer,15.8 Pack-Years,Both,Female,"2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)","2.361
(1.902 to 2.846)"
Pancreatic cancer,31.5 Pack-Years,Both,Male,"1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)","1.799
(1.448 to 2.184)"
Pancreatic cancer,31.5 Pack-Years,Both,Female,"2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)","2.745
(2.099 to 3.457)"
Pancreatic cancer,47.3 Pack-Years,Both,Male,"2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)","2.173
(1.75 to 2.605)"
Pancreatic cancer,47.3 Pack-Years,Both,Female,"3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)","3.281
(2.36 to 4.34)"
Pancreatic cancer,63 Pack-Years,Both,Male,"2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)","2.429
(1.793 to 3.211)"
Pancreatic cancer,63 Pack-Years,Both,Female,"3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)","3.843
(2.059 to 6.055)"
Larynx cancer,0 Pack-Years,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Larynx cancer,0 Pack-Years,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Larynx cancer,15 Pack-Years,Both,Male,"4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)"
Larynx cancer,15 Pack-Years,Both,Female,"4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)","4.593
(2.791 to 6.823)"
Larynx cancer,30 Pack-Years,Both,Male,"8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)"
Larynx cancer,30 Pack-Years,Both,Female,"8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)","8.448
(5.061 to 12.894)"
Larynx cancer,45 Pack-Years,Both,Male,"16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)"
Larynx cancer,45 Pack-Years,Both,Female,"16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)","16.162
(9.234 to 25.714)"
Larynx cancer,60 Pack-Years,Both,Male,"21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)"
Larynx cancer,60 Pack-Years,Both,Female,"21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)","21.948
(10.569 to 36.711)"
Larynx cancer,75 Pack-Years,Both,Male,"26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)"
Larynx cancer,75 Pack-Years,Both,Female,"26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)","26.147
(9.619 to 56.862)"
"Tracheal, bronchus, and lung cancer",0 Pack-Years,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
"Tracheal, bronchus, and lung cancer",0 Pack-Years,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
"Tracheal, bronchus, and lung cancer",5 Pack-Years,Both,Male,"1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)"
"Tracheal, bronchus, and lung cancer",5 Pack-Years,Both,Female,"1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)","1.758
(1.215 to 2.45)"
"Tracheal, bronchus, and lung cancer",14.3 Pack-Years,Both,Male,"4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)"
"Tracheal, bronchus, and lung cancer",14.3 Pack-Years,Both,Female,"4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)","4.86
(3.917 to 5.866)"
"Tracheal, bronchus, and lung cancer",28.6 Pack-Years,Both,Male,"8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)"
"Tracheal, bronchus, and lung cancer",28.6 Pack-Years,Both,Female,"8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)","8.899
(7.377 to 10.562)"
"Tracheal, bronchus, and lung cancer",42.9 Pack-Years,Both,Male,"13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)"
"Tracheal, bronchus, and lung cancer",42.9 Pack-Years,Both,Female,"13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)","13.509
(10.479 to 16.81)"
"Tracheal, bronchus, and lung cancer",57.1 Pack-Years,Both,Male,"14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)"
"Tracheal, bronchus, and lung cancer",57.1 Pack-Years,Both,Female,"14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)","14.83
(10.64 to 19.371)"
"Tracheal, bronchus, and lung cancer",71.4 Pack-Years,Both,Male,"18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)"
"Tracheal, bronchus, and lung cancer",71.4 Pack-Years,Both,Female,"18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)","18.644
(12.787 to 25.573)"
"Tracheal, bronchus, and lung cancer",85.7 Pack-Years,Both,Male,"21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)"
"Tracheal, bronchus, and lung cancer",85.7 Pack-Years,Both,Female,"21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)","21.525
(13.899 to 30.415)"
Breast cancer,0 Pack-Years,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Breast cancer,12.8 Pack-Years,Both,Female,"1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)","1.207
(1.094 to 1.322)"
Breast cancer,25.5 Pack-Years,Both,Female,"1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)","1.31
(1.205 to 1.431)"
Breast cancer,38.2 Pack-Years,Both,Female,"1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)","1.242
(1.095 to 1.383)"
Breast cancer,63.8 Pack-Years,Both,Female,"1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)","1.274
(1.083 to 1.492)"
