Country,Country Code,Rwanda,Year,Number of Records,Proportion of seats held by women in national parliaments (%),Proportion of seats held by women in national parliaments (%) (copy),Random Noise,World %,Year Jittered,Year Jittered (copy)
Europe & Central Asia,ECS,No,2000,1,17%,16.6%,0.487620091,,1999.898945516,2000.023420268
Europe & Central Asia (IDA & IBRD countries),TEC,No,2000,1,9%,8.6%,0.759059799,,2000.182135826,2000.151972419
Europe & Central Asia (excluding high income),ECA,No,2000,1,7%,7.3%,0.421072707,,1999.773727648,2000.227028260
European Union,EUU,No,2000,1,20%,19.6%,0.319666407,,2000.245828940,2000.281882916
Finland,FIN,No,2000,1,37%,36.5%,0.011430421,,2000.212884684,2000.204585593
France,FRA,No,2000,1,11%,10.9%,0.137272905,,2000.248024511,2000.120336518
Gabon,GAB,No,2000,1,9%,9.2%,0.322119913,,2000.302351127,2000.182206381
Gambia,GMB,No,2000,1,2%,2.0%,0.015490432,,1999.848129993,2000.220105872
Georgia,GEO,No,2000,1,7%,7.2%,0.375647785,,2000.248202743,2000.223197053
Germany,DEU,No,2000,1,31%,30.9%,0.173365099,,1999.884952768,2000.260037226
Greece,GRC,No,2000,1,9%,8.7%,0.305610904,,1999.802795271,2000.256816776
Grenada,GRD,No,2000,1,27%,26.7%,0.185275156,,2000.111064736,2000.033710199
Guatemala,GTM,No,2000,1,9%,8.8%,0.251974260,,1999.751802618,2000.155567422
Guinea-Bissau,GNB,No,2000,1,8%,7.8%,0.115854959,,2000.312399705,2000.155562919
Guyana,GUY,No,2000,1,18%,18.5%,0.050626305,,1999.708699580,2000.200474340
Honduras,HND,No,2000,1,9%,9.4%,0.172311475,,2000.055770946,2000.277449156
Hungary,HUN,No,2000,1,8%,8.3%,0.531835313,,2000.038264442,2000.115408492
IBRD only,IBD,No,2000,1,13%,12.7%,0.873197500,,2000.103449986,2000.174788956
IDA & IBRD total,IBT,No,2000,1,11%,11.4%,0.235388995,,1999.722687722,2000.130015539
IDA only,IDX,No,2000,1,10%,9.6%,0.295309887,,2000.301047236,2000.056373694
Iceland,ISL,No,2000,1,35%,34.9%,0.733272691,,1999.965172583,2000.162948990
India,IND,No,2000,1,9%,9.0%,0.340836313,,2000.234722900,2000.226780849
Indonesia,IDN,No,2000,1,8%,8.0%,0.841846787,,1999.859261685,2000.028579020
Iran,IRN,No,2000,1,3%,3.4%,0.651547584,,2000.240472616,2000.007629324
Iraq,IRQ,No,2000,1,8%,7.6%,0.842195089,,2000.105290617,2000.169750214
Ireland,IRL,No,2000,1,12%,12.0%,0.044734215,,1999.789895853,2000.132130869
Israel,ISR,No,2000,1,13%,12.5%,0.640089951,,2000.255041578,2000.101756225
Italy,ITA,No,2000,1,11%,11.1%,0.538061995,,2000.233373310,2000.249507175
Jamaica,JAM,No,2000,1,13%,13.3%,0.854867290,,2000.006200003,2000.294485785
Japan,JPN,No,2000,1,7%,7.3%,0.972026136,,2000.095816213,2000.102177646
Jordan,JOR,No,2000,1,0%,0.0%,0.292901622,,2000.162890707,2000.253583980
Kazakhstan,KAZ,No,2000,1,10%,10.4%,0.248741336,,2000.295810461,2000.125132190
Kenya,KEN,No,2000,1,4%,3.6%,0.009946474,,2000.172643927,2000.095820029
Kiribati,KIR,No,2000,1,5%,4.9%,0.921459809,,2000.027962945,2000.112538441
Kuwait,KWT,No,2000,1,0%,0.0%,0.665120211,,2000.243218570,2000.228562873
Kyrgyz Republic,KGZ,No,2000,1,2%,2.3%,0.496249339,,2000.313564103,2000.018481375
Lao PDR,LAO,No,2000,1,21%,21.2%,0.844065292,,1999.827313528,2000.142497904
Late-demographic dividend,LTE,No,2000,1,15%,14.8%,0.904445457,,1999.849896912,2000.266884718
Latin America & Caribbean,LCN,No,2000,1,15%,15.2%,0.450861865,,2000.153923169,2000.132502574
Latin America & Caribbean (excluding high income),LAC,No,2000,1,16%,15.6%,0.136262960,,1999.717067930,2000.057571455
Latin America & the Caribbean (IDA & IBRD countries),TLA,No,2000,1,13%,12.6%,0.902781833,,2000.099978483,2000.051653671
Latvia,LVA,No,2000,1,17%,17.0%,0.085534673,,1999.940767287,2000.091923071
Least developed countries: UN classification,LDC,No,2000,1,10%,9.9%,0.776157206,,2000.270629614,2000.027650556
Lebanon,LBN,No,2000,1,2%,2.3%,0.714960667,,2000.022812723,2000.330919314
Lesotho,LSO,No,2000,1,4%,3.8%,0.829133608,,2000.148150686,2000.005103937
Liberia,LBR,No,2000,1,8%,7.8%,0.030389041,,1999.701320894,2000.045945600
Liechtenstein,LIE,No,2000,1,4%,4.0%,0.830869739,,1999.943837223,2000.172866110
Lithuania,LTU,No,2000,1,11%,10.6%,0.014460632,,1999.994749384,2000.232419154
Low & middle income,LMY,No,2000,1,12%,12.1%,0.064144829,,1999.848463130,2000.158304940
Low income,LIC,No,2000,1,12%,12.2%,0.630976161,,2000.027890434,2000.030433484
Lower middle income,LMC,No,2000,1,8%,8.3%,0.777419231,,2000.154367043,2000.165861361
Luxembourg,LUX,No,2000,1,17%,16.7%,0.602679025,,1999.776575805,2000.296543174
Madagascar,MDG,No,2000,1,8%,8.0%,0.377241592,,1999.773630563,2000.195001137
Malawi,MWI,No,2000,1,9%,9.3%,0.458801614,,2000.184636596,2000.235013681
Malaysia,MYS,No,2000,1,10%,10.4%,0.263875640,,1999.685940019,2000.004177694
Maldives,MDV,No,2000,1,6%,6.0%,0.840330513,,1999.699471561,2000.031852708
Mali,MLI,No,2000,1,12%,12.2%,0.213132077,,2000.009347078,2000.123993594
Malta,MLT,No,2000,1,9%,9.2%,0.061627371,,2000.046236910,2000.163834932
Marshall Islands,MHL,No,2000,1,3%,3.0%,0.698994302,,1999.778675903,2000.161408751
Mauritius,MUS,No,2000,1,6%,5.7%,0.957639944,,1999.720328139,2000.216623197
Mexico,MEX,No,2000,1,16%,16.0%,0.781740415,,2000.325112882,2000.135882169
Micronesia,FSM,No,2000,1,0%,0.0%,0.545575526,,1999.733241799,2000.000974510
Middle East & North Africa,MEA,No,2000,1,4%,4.2%,0.356700859,,1999.667500082,2000.063330291
Middle East & North Africa (IDA & IBRD countries),TMN,No,2000,1,4%,3.9%,0.707093746,,2000.221267319,2000.147546758
Middle East & North Africa (excluding high income),MNA,No,2000,1,4%,3.9%,0.715032346,,2000.150516885,2000.087512731
Middle income,MIC,No,2000,1,12%,12.0%,0.679432492,,2000.072480084,2000.113986627
Moldova,MDA,No,2000,1,8%,7.9%,0.807634035,,2000.272244590,2000.225773732
Monaco,MCO,No,2000,1,22%,22.2%,0.764793832,,2000.332874136,2000.289006263
Mongolia,MNG,No,2000,1,11%,10.5%,0.181638694,,1999.766573509,2000.144718409
Morocco,MAR,No,2000,1,1%,0.6%,0.589492590,,1999.677095663,2000.071070345
Mozambique,MOZ,No,2000,1,30%,30.0%,0.803182137,,1999.938704982,2000.316527553
Namibia,NAM,No,2000,1,25%,25.0%,0.903138208,,1999.699647075,2000.202275357
Nepal,NPL,No,2000,1,6%,5.9%,0.800051779,,1999.790743563,2000.149710518
Netherlands,NLD,No,2000,1,36%,36.0%,0.591572617,,2000.252168420,2000.203834368
New Zealand,NZL,No,2000,1,31%,30.8%,0.352537828,,1999.974330699,2000.148783042
Nicaragua,NIC,No,2000,1,10%,9.7%,0.812011090,,2000.025391218,2000.160011494
Niger,NER,No,2000,1,1%,1.2%,0.893578407,,1999.763291059,2000.305224815
Nigeria,NGA,No,2000,1,3%,3.4%,0.820285648,,1999.870827339,2000.181730831
North Korea,PRK,No,2000,1,20%,20.1%,0.065515432,,1999.815520944,2000.113744393
North Macedonia,MKD,No,2000,1,7%,6.7%,0.160684820,,2000.249792765,2000.311977678
Norway,NOR,No,2000,1,36%,36.4%,0.740025372,,1999.949075511,2000.162241694
OECD members,OED,No,2000,1,18%,18.0%,0.458143547,,1999.853256341,2000.183940615
Other small states,OSS,No,2000,1,11%,10.7%,0.783960704,,1999.835820304,2000.009300951
Palau,PLW,No,2000,1,0%,0.0%,0.951875271,,2000.032247807,2000.029141301
Panama,PAN,No,2000,1,10%,9.9%,0.983149153,,2000.177288798,2000.186396103
Papua New Guinea,PNG,No,2000,1,2%,1.8%,0.070994359,,2000.288204716,2000.290346062
Paraguay,PRY,No,2000,1,3%,2.5%,0.607834821,,1999.690471785,2000.117895799
Philippines,PHL,No,2000,1,11%,11.3%,0.180186271,,1999.873403148,2000.294386671
Poland,POL,No,2000,1,13%,13.0%,0.802562458,,2000.082398707,2000.300144817
Portugal,PRT,No,2000,1,17%,17.4%,0.123426210,,1999.837514357,2000.169916083
Post-demographic dividend,PST,No,2000,1,19%,19.4%,0.821891707,,2000.008572577,2000.097647129
Pre-demographic dividend,PRE,No,2000,1,10%,10.0%,0.777051460,,1999.686170689,2000.120172467
Russian Federation,RUS,No,2000,1,8%,7.7%,0.625561295,,2000.052695892,2000.266812893
Rwanda,RWA,Yes,2000,1,26%,25.7%,0.070457571,,1999.868413660,2000.219719537
Samoa,WSM,No,2000,1,8%,8.2%,0.325219050,,1999.674986358,2000.242296035
San Marino,SMR,No,2000,1,13%,13.3%,0.949873926,,2000.019013915,2000.058285769
Sao Tome and Principe,STP,No,2000,1,9%,9.1%,0.515079400,,2000.158866853,2000.197811433
Senegal,SEN,No,2000,1,12%,12.1%,0.329550835,,2000.322514478,2000.167228357
Seychelles,SYC,No,2000,1,24%,23.5%,0.103414527,,2000.078033774,2000.202841897
Sierra Leone,SLE,No,2000,1,9%,8.8%,0.427013070,,1999.717295675,2000.124964243
Singapore,SGP,No,2000,1,4%,4.3%,0.632851675,,1999.837480572,2000.198562033
Slovak Republic,SVK,No,2000,1,14%,14.0%,0.159551659,,1999.966423497,2000.271686381
Small states,SST,No,2000,1,10%,9.9%,0.038513577,,1999.984040120,2000.083045633
Solomon Islands,SLB,No,2000,1,2%,2.0%,0.433631273,,2000.197507173,2000.066341094
South Africa,ZAF,No,2000,1,30%,29.8%,0.155384448,,1999.858482466,2000.264553157
South Asia,SAS,No,2000,1,8%,8.4%,0.294166911,,1999.992829008,2000.067181806
South Asia (IDA & IBRD),TSA,No,2000,1,8%,8.4%,0.679743917,,1999.838400708,2000.219116837
South Korea,KOR,No,2000,1,6%,5.9%,0.339280810,,1999.722199523,2000.176809900
Spain,ESP,No,2000,1,28%,28.3%,0.387166239,,1999.942948156,2000.033810126
St. Kitts and Nevis,KNA,No,2000,1,13%,13.3%,0.520130438,,2000.123976819,2000.298040279
St. Lucia,LCA,No,2000,1,11%,11.1%,0.256004354,,2000.290808364,2000.195517008
St. Vincent and the Grenadines,VCT,No,2000,1,5%,4.8%,0.962971827,,1999.676362637,2000.016643747
Sub-Saharan Africa,SSF,No,2000,1,12%,11.6%,0.694530912,,2000.074110618,2000.008321566
Sub-Saharan Africa (IDA & IBRD countries),TSS,No,2000,1,12%,11.6%,0.844283801,,1999.855478322,2000.073177362
Sub-Saharan Africa (excluding high income),SSA,No,2000,1,12%,11.6%,0.207139937,,1999.930984963,2000.115146039
Sweden,SWE,No,2000,1,43%,42.7%,0.277360581,,1999.960924361,2000.035173455
Switzerland,CHE,No,2000,1,23%,23.0%,0.338312367,,1999.782015308,2000.052292883
Syria,SYR,No,2000,1,10%,10.4%,0.130439849,,2000.315220478,2000.012524225
Tajikistan,TJK,No,2000,1,15%,15.0%,0.200932631,,2000.171415058,2000.153696151
Thailand,THA,No,2000,1,5%,4.8%,0.583146901,,2000.026631810,2000.021304360
Togo,TGO,No,2000,1,5%,4.9%,0.720036548,,1999.936972512,2000.308155093
Tonga,TON,No,2000,1,0%,0.0%,0.192548494,,2000.220664220,2000.044336874
Tunisia,TUN,No,2000,1,12%,11.5%,0.400903883,,2000.313131623,2000.116736761
Turkey,TUR,No,2000,1,4%,4.2%,0.557903466,,1999.925543397,2000.031206692
Turkmenistan,TKM,No,2000,1,26%,26.0%,0.808509008,,2000.107772683,2000.154399493
Tuvalu,TUV,No,2000,1,0%,0.0%,0.884169558,,2000.069427297,2000.280161312
Uganda,UGA,No,2000,1,18%,17.8%,0.851672335,,2000.177737471,2000.220970077
Ukraine,UKR,No,2000,1,8%,7.8%,0.810399559,,1999.690285083,2000.022258965
United Arab Emirates,ARE,No,2000,1,0%,0.0%,0.781014528,,1999.722777844,2000.309348167
United Kingdom,GBR,No,2000,1,18%,18.4%,0.182453340,,2000.241935021,2000.235341333
Upper middle income,UMC,No,2000,1,15%,14.6%,0.369730461,,2000.292765553,2000.088874043
Uruguay,URY,No,2000,1,12%,12.1%,0.468123531,,2000.302606338,2000.203778945
Uzbekistan,UZB,No,2000,1,7%,7.2%,0.471527766,,2000.191099491,2000.323186739
Vanuatu,VUT,No,2000,1,0%,0.0%,0.329779649,,1999.893296612,2000.099984101
Vietnam,VNM,No,2000,1,26%,26.0%,0.001068586,,1999.852635873,2000.039566240
World,WLD,No,2000,1,14%,13.9%,0.194282712,13.9%,2000,2000.212915760
Yemen,YEM,No,2000,1,1%,0.7%,0.875166669,,2000.056631332,2000.154227816
Zambia,ZMB,No,2000,1,10%,10.1%,0.827905214,,2000.268907225,2000.270557505
Zimbabwe,ZWE,No,2000,1,9%,9.3%,0.112289675,,1999.878676097,2000.095279035
Early-demographic dividend,EAR,No,2001,1,10%,9.5%,0.055498742,,2000.861426660,2001.311071184
East Asia & Pacific,EAS,No,2001,1,17%,16.6%,0.941333841,,2000.694422836,2001.251701582
East Asia & Pacific (IDA & IBRD countries),TEA,No,2001,1,17%,17.2%,0.923726515,,2001.250347475,2001.144530701
East Asia & Pacific (excluding high income),EAP,No,2001,1,18%,17.6%,0.882411844,,2001.073419109,2001.253874313
Ecuador,ECU,No,2001,1,15%,14.6%,0.268020957,,2001.127414557,2001.285889139
Egypt,EGY,No,2001,1,2%,2.4%,0.506474717,,2000.856242586,2001.230753815
El Salvador,SLV,No,2001,1,10%,9.5%,0.474765186,,2000.728629854,2001.255328821
Equatorial Guinea,GNQ,No,2001,1,5%,5.0%,0.868339820,,2001.073940849,2001.006536994
Eritrea,ERI,No,2001,1,15%,14.7%,0.505102819,,2000.995615148,2001.051228499
Estonia,EST,No,2001,1,18%,17.8%,0.769549265,,2000.840255628,2001.238527129
Eswatini,SWZ,No,2001,1,3%,3.1%,0.527448625,,2001.098031762,2001.024619918
Ethiopia,ETH,No,2001,1,8%,7.7%,0.034331936,,2001.210658602,2001.101282892
Euro area,EMU,No,2001,1,19%,19.1%,0.906769157,,2000.875193528,2001.175075732
Europe & Central Asia,ECS,No,2001,1,17%,16.5%,0.425009754,,2000.831666638,2001.263713177
Europe & Central Asia (IDA & IBRD countries),TEC,No,2001,1,11%,10.8%,0.591817475,,2001.094183806,2001.044943058
Europe & Central Asia (excluding high income),ECA,No,2001,1,9%,8.9%,0.434554844,,2000.804723261,2001.130846604
European Union,EUU,No,2001,1,20%,19.6%,0.894497192,,2001.010451972,2001.056591711
Finland,FIN,No,2001,1,37%,36.5%,0.786075978,,2001.103707214,2001.238173861
France,FRA,No,2001,1,11%,10.9%,0.953390220,,2000.805534793,2001.285983023
Gabon,GAB,No,2001,1,9%,9.2%,0.210680374,,2000.932424721,2001.110259107
Gambia,GMB,No,2001,1,2%,2.0%,0.265111363,,2001.036372533,2001.146660101
Georgia,GEO,No,2001,1,7%,7.2%,0.044766462,,2000.945982658,2001.002431005
Germany,DEU,No,2001,1,31%,31.1%,0.661536326,,2001.071688066,2001.226323024
Ghana,GHA,No,2001,1,9%,9.0%,0.365738030,,2001.139748799,2001.321426206
Greece,GRC,No,2001,1,9%,8.7%,0.062587398,,2000.921579224,2001.232130669
Grenada,GRD,No,2001,1,27%,26.7%,0.887652496,,2001.304277208,2001.138699892
Guatemala,GTM,No,2001,1,9%,8.8%,0.521682926,,2000.997477107,2001.155247724
Guinea-Bissau,GNB,No,2001,1,8%,7.8%,0.317921578,,2000.673057544,2001.283739999
Guyana,GUY,No,2001,1,18%,18.5%,0.242586716,,2001.018706597,2001.071315836
Haiti,HTI,No,2001,1,4%,3.6%,0.454116724,,2000.764274366,2001.113431827
Heavily indebted poor countries (HIPC),HPC,No,2001,1,12%,11.9%,0.383406590,,2001.321708613,2001.100179528
High income,HIC,No,2001,1,18%,17.8%,0.509061621,,2000.741317676,2001.181288539
Honduras,HND,No,2001,1,9%,9.4%,0.713106713,,2000.930955137,2001.271783017
Hungary,HUN,No,2001,1,8%,8.3%,0.687520551,,2000.883620509,2001.322960679
IBRD only,IBD,No,2001,1,13%,13.1%,0.127683341,,2000.987724414,2001.014355297
IDA & IBRD total,IBT,No,2001,1,12%,12.0%,0.699514521,,2000.735296085,2001.166679580
Iceland,ISL,No,2001,1,35%,34.9%,0.750965099,,2001.266048366,2001.158450661
India,IND,No,2001,1,9%,8.8%,0.550021967,,2000.844380549,2001.138532859
Indonesia,IDN,No,2001,1,8%,8.0%,0.780326524,,2000.810792019,2001.311097571
Iran,IRN,No,2001,1,3%,3.4%,0.290137736,,2000.678020057,2001.162630541
Iraq,IRQ,No,2001,1,8%,7.6%,0.784505261,,2000.909678920,2001.169117621
Ireland,IRL,No,2001,1,12%,12.0%,0.869744127,,2000.891697940,2001.144618954
Israel,ISR,No,2001,1,13%,13.3%,0.433268780,,2001.171510024,2001.244925801
Italy,ITA,No,2001,1,10%,9.8%,0.159751997,,2001.123514375,2001.280233418
Jamaica,JAM,No,2001,1,13%,13.3%,0.112247645,,2001.317363125,2001.323521979
Japan,JPN,No,2001,1,7%,7.3%,0.457741971,,2001.216685493,2001.296302483
Jordan,JOR,No,2001,1,1%,1.3%,0.900714092,,2000.941976069,2001.153696298
Kazakhstan,KAZ,No,2001,1,10%,10.4%,0.614913932,,2000.827145541,2001.081639978
Kenya,KEN,No,2001,1,4%,3.6%,0.262563154,,2000.778317971,2001.311085251
Kiribati,KIR,No,2001,1,5%,4.8%,0.879003641,,2001.147402132,2001.086917182
Kuwait,KWT,No,2001,1,0%,0.0%,0.356686169,,2000.798801080,2001.142071816
Kyrgyz Republic,KGZ,No,2001,1,10%,10.0%,0.829470207,,2000.915763371,2001.189621288
Lao PDR,LAO,No,2001,1,21%,21.2%,0.832492640,,2000.881295104,2001.113040241
Late-demographic dividend,LTE,No,2001,1,15%,15.1%,0.393820077,,2000.810260764,2001.167630851
Latin America & Caribbean,LCN,No,2001,1,14%,14.4%,0.142621731,,2001.009430565,2001.253427319
Latin America & Caribbean (excluding high income),LAC,No,2001,1,15%,14.8%,0.962155499,,2001.065411969,2001.279176041
Latin America & the Caribbean (IDA & IBRD countries),TLA,No,2001,1,12%,11.8%,0.254151290,,2001.088887994,2001.144023401
Latvia,LVA,No,2001,1,17%,17.0%,0.076387301,,2001.246881548,2001.291717227
Lebanon,LBN,No,2001,1,2%,2.3%,0.934305518,,2000.738808642,2001.201520271
Lesotho,LSO,No,2001,1,4%,3.8%,0.583515732,,2001.151582362,2001.324439513
Liberia,LBR,No,2001,1,8%,7.8%,0.487997977,,2000.799273641,2001.006360315
Liechtenstein,LIE,No,2001,1,12%,12.0%,0.187211379,,2001.019832451,2001.091829707
Lithuania,LTU,No,2001,1,11%,10.6%,0.214651169,,2000.700439593,2001.293320571
Low & middle income,LMY,No,2001,1,12%,12.5%,0.463175727,,2000.979828979,2001.312937932
Low income,LIC,No,2001,1,12%,12.3%,0.935161142,,2000.745594355,2001.061948073
Lower middle income,LMC,No,2001,1,9%,9.3%,0.511916641,,2001.313496241,2001.214436330
Luxembourg,LUX,No,2001,1,17%,16.7%,0.021984629,,2001.253713031,2001.251356787
Madagascar,MDG,No,2001,1,8%,8.0%,0.061960557,,2001.274490381,2001.170181025
Malawi,MWI,No,2001,1,9%,9.3%,0.106214747,,2001.329324677,2001.029523813
Malaysia,MYS,No,2001,1,10%,10.4%,0.297537017,,2001.173030582,2001.070477670
Maldives,MDV,No,2001,1,6%,6.0%,0.307985982,,2001.277588286,2001.001782014
Mali,MLI,No,2001,1,12%,12.2%,0.070443150,,2000.986386494,2001.149846887
Malta,MLT,No,2001,1,9%,9.2%,0.435390112,,2001.128525538,2001.014307823
Marshall Islands,MHL,No,2001,1,3%,3.0%,0.230266192,,2000.888188941,2001.256414219
Mauritius,MUS,No,2001,1,6%,5.7%,0.533710694,,2000.879289262,2001.246129511
Mexico,MEX,No,2001,1,16%,16.0%,0.092897812,,2000.791290899,2001.213286139
Micronesia,FSM,No,2001,1,0%,0.0%,0.610694265,,2001.148516157,2001.236030552
Middle East & North Africa,MEA,No,2001,1,4%,4.3%,0.929342932,,2000.677375643,2001.204983290
Middle East & North Africa (IDA & IBRD countries),TMN,No,2001,1,4%,4.0%,0.079782095,,2000.714430245,2001.221954102
Middle East & North Africa (excluding high income),MNA,No,2001,1,4%,4.0%,0.042913925,,2001.109828291,2001.004686631
Middle income,MIC,No,2001,1,13%,12.5%,0.944131535,,2001.223132576,2001.026278051
Moldova,MDA,No,2001,1,13%,12.9%,0.561935538,,2001.266425421,2001.221302906
Monaco,MCO,No,2001,1,22%,22.2%,0.423193416,,2000.799686339,2001.329592737
Mongolia,MNG,No,2001,1,11%,10.5%,0.194114608,,2000.767623296,2001.136432826
Morocco,MAR,No,2001,1,1%,0.6%,0.663808404,,2000.714082786,2001.291979304
Mozambique,MOZ,No,2001,1,30%,30.0%,0.623973397,,2000.792788176,2001.331080748
Namibia,NAM,No,2001,1,25%,25.0%,0.073990654,,2001.197461604,2001.012128021
Nauru,NRU,No,2001,1,0%,0.0%,0.847008359,,2001.316297265,2001.109637101
Nepal,NPL,No,2001,1,6%,5.9%,0.921962290,,2000.829379123,2001.126172501
Netherlands,NLD,No,2001,1,36%,36.0%,0.287095936,,2000.872999629,2001.264944372
New Zealand,NZL,No,2001,1,31%,30.8%,0.281965326,,2000.762879184,2001.313460437
Niger,NER,No,2001,1,1%,1.2%,0.485759479,,2000.996178018,2001.332902032
Nigeria,NGA,No,2001,1,3%,3.4%,0.198959503,,2001.175899418,2001.019740672
North America,NAC,No,2001,1,17%,16.7%,0.699197967,,2000.837622477,2001.058086684
North Korea,PRK,No,2001,1,20%,20.1%,0.598997714,,2001.263800336,2001.216256110
North Macedonia,MKD,No,2001,1,7%,6.7%,0.050176516,,2001.184328647,2001.137305027
Norway,NOR,No,2001,1,36%,35.8%,0.558206587,,2000.768503802,2001.327666933
OECD members,OED,No,2001,1,18%,17.7%,0.227804352,,2001.081377493,2001.252460680
Other small states,OSS,No,2001,1,11%,10.9%,0.721489133,,2000.996263038,2001.289933900
Palau,PLW,No,2001,1,0%,0.0%,0.891332467,,2001.117663853,2001.319080836
Panama,PAN,No,2001,1,10%,9.9%,0.539285733,,2001.058282918,2001.169583310
Papua New Guinea,PNG,No,2001,1,2%,1.8%,0.151932115,,2000.908901395,2001.136863668
Paraguay,PRY,No,2001,1,3%,2.5%,0.443995775,,2000.753593077,2001.224245504
Peru,PER,No,2001,1,18%,18.3%,0.448798223,,2000.788381895,2001.162511026
Philippines,PHL,No,2001,1,18%,17.8%,0.280093396,,2001.010951122,2001.029639594
Poland,POL,No,2001,1,20%,20.2%,0.537570592,,2001.292696048,2001.234571545
Portugal,PRT,No,2001,1,19%,18.7%,0.540856155,,2000.887930080,2001.292130228
Post-demographic dividend,PST,No,2001,1,19%,19.0%,0.897489127,,2000.667803834,2001.264978285
Pre-demographic dividend,PRE,No,2001,1,11%,11.3%,0.374600078,,2001.109801395,2001.103237222
Romania,ROU,No,2001,1,11%,10.7%,0.019039843,,2001.177742093,2001.257664947
Russian Federation,RUS,No,2001,1,8%,7.6%,0.226874362,,2001.177958041,2001.085148089
Rwanda,RWA,Yes,2001,1,26%,25.7%,0.246040310,,2000.936848179,2001.315647147
Samoa,WSM,No,2001,1,6%,6.1%,0.131972907,,2001.208111243,2001.180555976
San Marino,SMR,No,2001,1,17%,16.7%,0.584062964,,2000.869852961,2001.135576442
Sao Tome and Principe,STP,No,2001,1,9%,9.1%,0.895712536,,2001.310328289,2001.028637540
Senegal,SEN,No,2001,1,17%,16.7%,0.219194458,,2000.874101153,2001.211816707
Seychelles,SYC,No,2001,1,24%,23.5%,0.617940034,,2000.812689177,2001.258588014
Sierra Leone,SLE,No,2001,1,9%,8.8%,0.614034700,,2000.695869199,2001.028991161
Singapore,SGP,No,2001,1,12%,11.8%,0.307836671,,2000.967697324,2001.021468031
Slovak Republic,SVK,No,2001,1,14%,14.0%,0.034881789,,2000.726974353,2001.047955343
Slovenia,SVN,No,2001,1,12%,12.2%,0.312558216,,2001.201982597,2001.055805011
Small states,SST,No,2001,1,10%,10.3%,0.650727296,,2001.118281004,2001.012988899
South Africa,ZAF,No,2001,1,30%,29.8%,0.649699594,,2000.977675056,2001.187447716
South Asia,SAS,No,2001,1,8%,8.1%,0.406625811,,2001.262213684,2001.281913281
South Asia (IDA & IBRD),TSA,No,2001,1,8%,8.1%,0.407810778,,2001.022056247,2001.049060917
South Korea,KOR,No,2001,1,6%,5.9%,0.316528410,,2001.123257800,2001.154419339
Spain,ESP,No,2001,1,28%,28.3%,0.715742714,,2000.721168222,2001.179446966
St. Kitts and Nevis,KNA,No,2001,1,13%,13.3%,0.912121799,,2000.862782316,2001.122388193
Sub-Saharan Africa,SSF,No,2001,1,12%,12.3%,0.849021413,,2001.196900616,2001.045758139
Sub-Saharan Africa (IDA & IBRD countries),TSS,No,2001,1,12%,12.3%,0.993626377,,2001.004552265,2001.331042669
Sub-Saharan Africa (excluding high income),SSA,No,2001,1,12%,12.3%,0.200618202,,2000.871721464,2001.088468285
Sudan,SDN,No,2001,1,10%,9.7%,0.946799978,,2000.868740635,2001.082551017
