Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,4625.7634552912,4167.12283302823,4086.22482748493,3851.78497942581,3655.03005059474,3514.73137064686,3154.76236533093
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Middle income,MIC,5036.25278951967,4913.98281659438,4820.68260594607,4914.40033683388,5254.39042909439,5522.53437148307,5307.82975724077
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,North America,NAC,55483.9641331435,55835.1262871691,55937.1080460429,57798.0624395689,61632.7192511616,63921.605596663,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Not classified,INX,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,OECD members,OED,38404.6431885637,37294.6560922423,36409.4319368935,36596.8917012896,38933.6802131322,40087.4470602406,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Other small states,OSS,15097.5035935012,14100.4365915244,12962.3104151827,12251.2646085018,13009.7903362831,13592.2309503303,12324.5369262609
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Pacific island small states,PSS,3889.58224424591,3916.89390891355,3949.53016118495,4013.54164984601,4300.85700550153,4351.7367466136,3744.48393935046
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Post-demographic dividend,PST,43772.713812365,42563.6704832603,41755.7176621473,42178.7355467301,45044.0704162487,46520.1246511092,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Pre-demographic dividend,PRE,1745.97688217094,1651.09688421849,1500.84309927751,1372.82115391849,1372.76491901317,1426.59091515435,1343.5873003575
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Small states,SST,13414.8484293999,12677.4924183564,11745.2071080599,11217.0812319683,11871.36338713,12398.4641736852,11189.6368649566
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Asia,SAS,1480.77204806542,1525.85161263237,1603.46780004884,1733.82186982352,1904.50845636628,1996.42411973336,1820.60030063242
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Asia (IDA & IBRD),TSA,1480.77204806542,1525.85161263237,1603.46780004884,1733.82186982352,1904.50845636628,1996.42411973336,1820.60030063242
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa,SSF,1805.63123754244,1716.16701060738,1569.6539240743,1489.39818667694,1517.71761669713,1560.13944082831,1478.56962278708
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,1804.54304509703,1715.01223129727,1568.5173838324,1488.22293676914,1516.4663914318,1558.87022716801,1477.59532957241
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1805.63123754244,1716.16701060738,1569.6539240743,1489.39818667694,1517.71761669713,1560.13944082831,1478.56962278708
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Upper middle income,UMC,8676.06982999493,8477.95938844536,8277.40735616932,8457.33517006256,9116.78684841473,9677.11207171368,9425.53004618163
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,World,WLD,11007.6497472889,10672.3879777111,10414.6194805958,10492.251006787,11161.6137891755,11553.3853416222,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Afghanistan,AFG,69050351844.7807,72481076025.8795,70796494469.9087,75695088349.3116,78220074064.7898,83182439552.7742,82043989357.9701
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Albania,ALB,32830050127.2819,33981492263.6927,35305524051.5747,36792791985.9034,38785246286.433,40081927156.7668,38527300519.016
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Algeria,DZA,494727804102.92,464588472612.463,466771798710.434,478402205686.699,490749627469.391,503842296726.239,482860247318.812
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,American Samoa,ASM,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Andorra,AND,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Angola,AGO,206980822098.846,194201091488.512,194190315018.692,204590018767.271,201850270055.531,202663742771.964,197979505587.947
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Antigua and Barbuda,ATG,1676616005.88215,1658065094.13568,1755596324.44791,1791695103.4755,1972783348.18353,2042014687.52804,1822626652.48516
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Argentina,ARG,821363404158.217,849527597209.51,865869191296.284,1012879734312.39,999681454625.747,992074661840.288,917196000881.637
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Armenia,ARM,30546350169.5526,30350856297.5624,32159779382.3081,36937299281.0248,39107238246.1898,42793041172.7255,38745042213.4967
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Aruba,ABW,3676163462.96041,3729158903.674,3762761747.77058,3872058693.58581,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Australia,AUS,1071746498596.55,1079868167750.23,1118099707893.5,1160303555946.89,1215644646559.73,1281934000297.02,1320888661795.78
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Austria,AUT,417609480255.935,426732539405.343,460248078658.205,472095033735.092,499766513233.754,523401629841.747,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Azerbaijan,AZE,160621518912.437,138638584391.013,131075186140.226,133161462622.119,137081140253.972,144410468841.123,144546534149.533
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Bahamas, The",BHS,11803438328.4279,12077336447.0334,12431913675.4873,13456760112.3046,13853058661.6389,14545705719.1104,12270969056.5801
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bahrain,BHR,64937397694.8038,59027883384.9117,60275901158.781,67284010435.2343,70155806693.7903,72749473781.7985,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bangladesh,BGD,555106922287.902,591636233914.118,643070206340.889,692953262569.39,767323300136.228,846131835055.897,874997630987.236
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Barbados,BRB,4140648057.77415,4225737707.64073,4350024546.28767,4316152743.33284,4392529240.66572,4517858240.08777,3739543718.86674
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belarus,BLR,173994190973.455,163630254654.451,160606261472.775,167024751964.679,176844398153.95,183790814953.56,181627555663.875
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belgium,BEL,514186705056.397,528249820624.552,555959647175.261,578972040936.831,607712377633.436,636198765435.359,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belize,BLZ,2330748459.73454,2467227997.6829,2500985197.32631,2521087461.97123,2578595746.32163,2714916861.44541,2336223098.37739
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Benin,BEN,29012509444.3848,30282958642.7141,32384504143.6299,33647417490.4049,36794995387.6433,40031502250.9311,42057699213.3385
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bermuda,BMU,4650207512.13465,4857325794.21895,5069411917.91031,5441446654.03734,5502672152.04436,5525090880.08769,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bhutan,BTN,5790544513.85152,6422593662.27931,7042038049.76,7585887017.97289,7977868633.27463,8557218130.12757,8087903847.63617
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bolivia,BOL,71666096539.7519,74894854628.5889,81222638731.8631,91495898240.3683,98189941010.2251,102545909354.565,96293901402.0248
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bosnia and Herzegovina,BIH,40137628638.3508,41470022741.6388,44326367404.6574,45710048997.4424,49287338873.8725,52279641121.059,51389744904.6844
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Botswana,BWA,33058095795.822,31933313901.3939,34206345775.1994,35058587014.1627,37253336361.0274,39445122218.6035,36619066929.7291
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Brazil,BRA,3127764536961.12,2958026429307.17,2876740136507.09,2962271099126.91,3058833319252.63,3160689540388.82,3093209824439.18
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Brunei Darussalam,BRN,33313972350.9287,27254603848.3947,25364170400.1577,27428959648.7296,26690441428.6835,28796535348.2772,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bulgaria,BGR,125766220513.417,127557898584.715,138248065492.536,147658736552.537,155898377562.05,168674806168.833,164752044899.069
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Burkina Faso,BFA,28468442315.1301,29619149700.6198,33766175223.7979,37765264713.5699,41060493165.2218,44221755676.6343,45710190273.9058
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Burundi,BDI,7630235753.1728,8546596103.6737,8355961626.26465,8362807306.07259,8732160933.09348,9055259136.33985,9217219164.49391
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cabo Verde,CPV,2830720284.50257,3029167495.53556,3238655861.9396,3447518124.1818,3732054051.35851,4022910024.26058,3465091450.65677
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cambodia,KHM,46099725658.5717,49377507801.9443,54385763728.0483,58986036499.7483,64545151161.7933,71062421333.8339,70978646817.5381
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cameroon,CMR,71651218352.3963,74891827392.5734,80077228864.7195,85671150257.2736,91270207827.6625,96352119769.0669,98677555690.4755
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Canada,CAN,1595196682591.57,1570419104485.27,1657591887626.39,1743306959310.54,1830710294491.99,1880085453671.8,1805247286086.59
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cayman Islands,CYM,2213929718.77153,2351877741.07651,2505902151.22837,2961317695.44801,3290979082.78958,3773183576.21433,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Central African Republic,CAF,3249088436.38074,3580087008.65921,3910067806.77701,4409011233.54022,4791573954.14158,5023424134.64386,5046916835.00491
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Chad,TCD,21921934523.2352,24904346467.7966,23791406629.63,23520168178.8231,24618766815.2191,25851756448.1392,25958785698.1215
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Channel Islands,CHI,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Chile,CHL,389162444828.104,395591149620.429,413459451742.745,433291368381.729,442399440492.741,474478667681.42,458482640755.464
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,China,CHN,17143013848515,17729512180428.4,18637217031966.2,19871384207284.7,21621924316290.1,23388136779420.8,24110057346864.2
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Colombia,COL,606448118177.276,621482821087.166,658193480985.089,680451570882.329,719271738825.568,769018909362.353,726417546035.748
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Comoros,COM,2065846271.75344,2114908310.93723,2290518423.87202,2481555639.3609,2629009593.29407,2725366734.41032,2899060861.59095
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Congo, Dem. Rep.",COD,57377953169.2351,63954295208.2057,74312567452.9388,83831229357.8051,90922568431.7832,96485686441.9307,98716396991.9623
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Congo, Rep.",COG,28507863808.4685,22406270880.2525,18287768572.3311,18638674501.9254,17995934755.9275,16910639719.2237,17178528121.9397
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Costa Rica,CRI,73868887272.9485,79307773127.0397,89513475335.587,95452508499.6012,99360173598.3593,103567103090.613,101069714641.669
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cote d'Ivoire,CIV,69008798623.8581,105692768632.425,110081941651.056,114536013131.385,124309664651.143,135985427461.823,139840299716.046
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Croatia,HRV,91545238332.355,96099799827.7984,100737000839.914,108916324093.618,115018638302.714,121090380273.455,115870745131.6
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cuba,CUB,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Curacao,CUW,3915994347.36562,3961320244.31667,3940250307.57778,4115499635.2035,4225076520.30356,4190932063.49036,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cyprus,CYP,24959021032.2365,26792453414.3002,29204414334.3747,31637682196.8743,33870538904.4429,35142755946.9268,32937682953.6287
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Czech Republic,CZE,318616318237.674,332984669940.748,355688613136.584,388039149500.853,412417040159.394,430725667237.985,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Denmark,DNK,280163778604.424,287305055728.283,305037277594.345,326115786258.35,342145336898.554,361175163672.072,362623807585.827
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Djibouti,DJI,4036230825.66616,4429309389.07182,4597475415.7157,4817795003.66086,5291414013.24187,5457755328.45448,5551483785.66725
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Dominica,DMA,750744740.983057,765268699.652011,820841324.547473,810608641.369789,845285827.429491,875757772.784253,773263540.575167
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Dominican Republic,DOM,130353464759.835,145305629781.382,160306361209.922,167596561470.517,184427346071.077,196666787070.684,185048710981.856
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ecuador,ECU,184012416071.378,176187957797.997,178667324026.587,190676436568.08,196948214696.955,200135695163.274,186687261040.668
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Egypt, Arab Rep.",EGY,961846565220.621,1045815284633.65,1042867889031.84,1041678981890.3,1116767731924.67,1186119478419.98,1249860080288.85
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,El Salvador,SLV,43447061585.8946,45817642299.8659,48462157551.1227,51005491573.6494,53436553079.5958,56224500011.9884,52186602845.1476
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Equatorial Guinea,GNQ,25707960045.8039,21190569158.2367,19263632756.1753,20954718048.3483,20920050685.4406,19078862203.2533,18723465131.4096
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Eritrea,ERI,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Estonia,EST,37217445766.6686,37811860560.2887,40623928434.0787,43527298152.2054,47087238430.9747,50343824263.9341,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ethiopia,ETH,148077638928.901,166439908210.722,194015690748.877,213816795462.579,234218235015.117,257906028371.58,277043764898.567
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Faroe Islands,FRO,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Fiji,FJI,9375290977.58611,10126984854.2763,10412234893.176,10852371087.7041,11719075413.551,11652279396.0788,9778729652.70173
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Finland,FIN,230341376307.58,235157775065.327,248052265025.91,262157314767.321,275527195267.16,286023194752.508,285649860840.573
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,France,FRA,2719730300347.34,2777204974934.9,2924692709642.01,3050429224953.88,3193995374948.21,3389392645158.46,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,French Polynesia,PYF,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Gabon,GAB,27448373201.6419,26252661543.3818,26457471076.3386,29027529828.7639,29896533495.5152,31118687926.5601,31447187495.9256
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Gambia, The",GMB,4006121655.97443,4207793058.65318,4362686911.60081,4502345653.44125,4950693325.12121,5349605608.52166,5408373069.51135
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Georgia,GEO,42492961933.5167,44015459770.8487,45709833895.1989,48181537162.6113,52275308781.4894,55533663685.6279,52579829605.1626
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Germany,DEU,3883389666513.64,3977709151007.17,4268495684340.31,4480768223764.49,4679601568640.21,4770424809099.13,4596855169601.66
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ghana,GHA,143670731901.313,140624612115.259,136623482244.943,141646107789.028,155304376026.335,166759388616.844,170101718285.188
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Gibraltar,GIB,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Greece,GRC,292032642542.155,288838189370.68,294488251384.689,306402976483.416,314788814976.701,328255350285.83,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Greenland,GRL,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Grenada,GRD,1291198872.90021,1369167868.39042,1505348798.15651,1603814314.47693,1731097951.45419,1795900938.43482,1616894617.01495
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guam,GUM,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guatemala,GTM,115639774642.018,124517142887.857,127323281385.564,131078217591.926,138737069229.678,147011473433.568,146577367625.836
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guinea,GIN,19471089653.3805,20460340883.3919,23977048840.443,29033817415.366,30681039320.3072,32501806508.3326,33837265292.5174
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guinea-Bissau,GNB,2415238570.21739,2842389875.31444,3191999767.76646,3526798653.49018,3526341637.29529,3964689254.72361,3901093011.81638
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guyana,GUY,8414279417.36208,8643538062.91771,8704939084.81582,9284309747.65229,9895837160.10848,10577282352.6092,12086851348.8053
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Haiti,HTI,30660467811.5978,31137922634.322,32913414265.1312,32872760320.8406,34190485712.567,34226260803.6647,33427685808.0777
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Honduras,HND,36670949177.8273,40958557201.2629,44378738267.0099,49236539040.6263,51378400229.8967,53822809161.6699,50023871326.7065
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Hong Kong SAR, China",HKG,404211342098.222,418904765973.878,430361863158.585,461609726417.992,488058579650.574,489812172672.406,467671565772.772
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Hungary,HUN,242075480384.519,251670491411.355,266984407030.269,277102122619.69,299760830323.645,323123672369.147,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Iceland,ISL,14240759323.4076,15371988994.7328,17105490646.8223,18517234339.2321,19519311237.5619,21486682810.3032,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,India,IND,6700838434191.75,7076731493415.84,7577059418948.02,8187427038375.65,8932649735147.73,9471270359308.23,8823205036137.71
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Indonesia,IDN,2534329758163.13,2559879525286.4,2657025035196.4,2802422575187.42,3024075884480.34,3230518083144.3,3213440411227.98
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Iran, Islamic Rep.",IRN,1183766862250.56,1069286038839.47,1118231215766.58,1174847753747.62,1134661732823.62,1071502700353.19,1104641216711.04
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Iraq,IRQ,475188243983.579,344166566458.333,341952563711.703,399486885339.687,403824963433.579,430612239937.365,388461579631.46
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ireland,IRL,201191763293.901,249545894334.347,277885361625.303,301114750033.044,325405567597.97,341404281583.59,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Isle of Man,IMN,..,..,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Israel,ISR,279822039561.089,294735637913.569,320066178242.587,336655469231.665,358097256740.952,377998386061.71,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Italy,ITA,2200447377386.96,2225429068057.95,2427621676868.28,2530954565549.83,2633953664182.98,2702257174269.11,2517479496943.39
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Jamaica,JAM,24039402157.6416,24627934733.2018,25587964276.9241,27240184492.8694,28141514104.3898,29269465445.5593,26200688303.8297
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Japan,JPN,5166025961476.02,5332296337903.14,5246031202838.68,5379126301435.79,5468085240763.87,5525331440156.99,..
