LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,101.556572
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,87.66384292
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,88.01792568
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,83.85257506
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,87.29269759
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,89.4519983
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,93.86060558
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,98.63094036
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,99.73055319
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,102.0415846
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,107.5418109
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,108.6304959
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,84.95121158
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,96.5108746
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,98.1508388
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,98.51313158
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,101.0520568
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,86.59969029
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,86.82687597
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,83.8357468
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,87.38644367
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,89.73541307
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,94.30998427
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,99.27354973
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,100.3900627
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,102.7201999
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,108.5781701
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,110.1443141
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,88.57607466
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,100.6289878
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,98.63038468
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,102.716681
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,101.556572
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,96.25147196
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,93.59360986
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,94.5283596
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,94.48950496
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,99.87802278
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,99.84379412
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,99.88374132
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,102.7296949
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,102.7711777
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,102.9300517
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,102.8249422
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,101.4280872
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,101.8490255
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,101.0297546
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,101.29449
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,101.5351383
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,88.57598749
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,108.0556649
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,109.1348485
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,109.0899844
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,99.87802918
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,99.84378295
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,99.88373084
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,106.0120409
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,106.0548558
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,106.2187843
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,106.1103316
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,104.0966447
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,104.527538
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,100.6295943
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,100.8931773
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,101.1329762
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,96.77404473
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,98.40306201
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,99.3858529
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,99.34499504
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,99.87802384
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,99.84380623
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,99.88373291
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,101.3693362
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,101.4102649
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,101.5670292
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,101.4633211
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,101.7197777
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,102.1417607
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,100.0708575
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,100.333949
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,100.5714445
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,59.17177365
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,59.07496156
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,98.02848582
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,99.69791389
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,101.0934681
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,103.0241069
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,102.3105267
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,102.3299057
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,101.7580075
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,129.3776708
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,129.1441268
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,135.2308739
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,135.4011031
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,59.17177365
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,59.07496156
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,98.02848582
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,99.69791389
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,101.0934681
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,103.0241069
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,102.3105267
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,102.3299057
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,101.7580075
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,129.3776708
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,129.1441268
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,135.2308739
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,135.4011031
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,58.47486909
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,58.39044986
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,96.81228174
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,99.63090548
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,101.0256556
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,102.9594376
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,101.9152919
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,98.63613798
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,98.05181805
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,125.233947
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,126.0554617
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,132.0446509
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,132.2204004
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,59.17177365
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,59.07496156
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,98.02848582
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,99.69791389
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,101.0934681
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,103.0241069
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,102.3105267
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,102.3299057
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,101.7580075
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,129.3776708
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,129.1441268
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,135.2308739
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,135.4011031
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,59.93282599
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,71.31670227
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,78.47927914
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,87.79132122
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,101.8014033
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,110.7892973
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,95.54974913
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,91.48187918
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,94.91157054
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,59.93282599
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,71.31670227
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,78.47927914
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,87.79132122
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,101.8014033
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,110.7892973
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,95.54974913
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,91.48187918
EST,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,94.91157054
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,59.93282599
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,71.31670227
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,78.47927914
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,87.79132122
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,101.8014033
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,110.7892973
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,95.54974913
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,91.48187918
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,94.91157054
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,90.02723529
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,90.89793726
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,93.09288317
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,92.60733987
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,98.45000139
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,98.98830242
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,105.8228116
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,105.4657771
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,109.6786158
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,124.6580302
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,126.0820512
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,128.6548859
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,130.9766016
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,129.939725
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,129.792063
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,133.0705741
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,80.79161905
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,81.19058432
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,84.13877304
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,83.52291231
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,88.61053586
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,96.50320863
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,105.637775
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,106.5280423
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,103.8439119
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,103.5906219
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,104.9085185
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,106.1716609
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,108.0922974
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,106.9821647
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,106.8295339
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,109.396971
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,97.81175138
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,97.35679955
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,100.4810903
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,99.85534571
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,106.4937023
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,100.3297938
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,99.11036686
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,109.6281573
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,108.1467411
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,110.2698544
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,115.6072355
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,121.5990421
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,132.0460421
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,137.4646815
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,140.5242044
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,142.9235776
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,88.82527165
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,93.7693464
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,97.57073875
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,97.19914706
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,103.4877394
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,101.7168219
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,114.564565
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,123.555459
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,124.4674759
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,132.519316
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,134.3699957
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,136.727337
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,138.7042391
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,137.4170031
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,141.6450251
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,145.2591999
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,58.34762025
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,79.2537738
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,102.220317
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,112.4842333
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,98.29867659
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,100.1978642
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,113.2670477
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,112.3922569
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,58.34762025
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,79.2537738
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,102.220317
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,112.4842333
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,98.29867659
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,100.1978642
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,113.2670477
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,112.3922569
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,58.34762025
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,79.2537738
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,102.220317
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,112.4842333
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,98.29867659
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,100.1978642
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,113.2670477
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,112.3922569
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,58.34762025
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,79.2537738
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,102.220317
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,112.4842333
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,98.29867659
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,100.1978642
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,113.2670477
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,112.3922569
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,78.82840883
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,91.28139498
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,93.92432985
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,95.42730299
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,94.55175063
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,100.847588
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,99.34665067
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,95.91227872
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,90.304503
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,88.5102742
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,88.96872607
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,93.45005367
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,94.61835637
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,93.20251643
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,94.17200158
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,97.70301624
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,78.82840883
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,91.28139498
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,93.92432985
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,95.42730299
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,94.55175063
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,100.847588
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,99.34665067
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,95.91227872
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,90.304503
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,88.5102742
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,88.96872607
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,93.45005367
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,94.61835637
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,93.20251643
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,94.17200158
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,97.70301624
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,78.82840883
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,91.28139498
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,93.92432985
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,95.42730299
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,94.55175063
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,100.847588
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,99.34665067
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,95.91227872
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,90.304503
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,88.5102742
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,88.96872607
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,93.45005367
